Page Id	URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
page-1059	Gary_Bartz	Gary Bartz	musicians	discography	29	12578			musicians			
page-1059	Gary_Bartz	Gary Bartz	musicians	discography	30	12578			musicians			
page-4012	Yumi_Matsutoya	Yumi Matsutoya	musicians	reception	56	12484			musicians			
page-3088	Trilok_Gurtu	Trilok Gurtu	musicians	career	11	12473			musicians			
page-327	Berliner_Philharmonie	Berliner Philharmonie	places	history	13	12452			places			
page-2542	Sonny_Sharrock	Sonny Sharrock	musicians	biography	8	12411			musicians			
page-2542	Sonny_Sharrock	Sonny Sharrock	musicians	discography	34	12411			musicians			
page-2542	Sonny_Sharrock	Sonny Sharrock	musicians	first paragraph	0	12411			musicians			
page-373	Billy_Taylor	Billy Taylor	musicians	biography	11	12392			musicians			
page-373	Billy_Taylor	Billy Taylor	musicians	first paragraph	0	12392			musicians			
page-862	Emily_Remler	Emily Remler	musicians	early life and influences	7	12314			musicians			
page-1935	Miroslav_Vitou%C5%A1	Miroslav Vitouš	musicians	biography	7	12296			musicians			
page-1935	Miroslav_Vitou%C5%A1	Miroslav Vitouš	musicians	biography	10	12296			musicians			
page-3978	Willie_Bobo	Willie Bobo	musicians	discography	27	12241			musicians			
page-668	D_Train_(music_group)	D Train (music group)	musicians	overview	11	12065			musicians			
page-242	Artists_United_Against_Apartheid	Artists United Against Apartheid	musicians	writing and recording	11	11925			musicians			
page-993	Five_Points,_Denver	Five Points, Denver	places	history	8	11908			places			
page-101	41st_Annual_Grammy_Awards	41st Annual Grammy Awards	events	award winners	39	11845			events			
page-15	1930s_in_jazz	1930s in jazz	events	1935	36	11831			events			
page-15	1930s_in_jazz	1930s in jazz	events	1937	46	11831			events			
page-15	1930s_in_jazz	1930s in jazz	events	1937	46	11831			events			
page-1864	Michael_Daugherty	Michael Daugherty	musicians	biography	22	11795			musicians			
page-784	Doudou_N%27Diaye_Rose	Doudou N'Diaye Rose	musicians	career	6	11721			musicians			
page-784	Doudou_N%27Diaye_Rose	Doudou N'Diaye Rose	musicians	recorded work	14	11721			musicians			
page-1831	Mati_Klarwein	Mati Klarwein	people	album covers	26	11617			people			1
page-1831	Mati_Klarwein	Mati Klarwein	people	album covers	26	11617			people			1
page-1831	Mati_Klarwein	Mati Klarwein	people	career	17	11617			people			
page-1831	Mati_Klarwein	Mati Klarwein	people	career	19	11617			people			
page-2381	Robert_Palmer_(writer)	Robert Palmer (writer)	musicians	later period	14	11414			musicians			
page-2070	North_Sea_Jazz_Festival	North Sea Jazz Festival	events	biography	7	11388			events			
page-2966	The_Secret_Policeman%27s_Ball	The Secret Policeman's Ball	events	overview	33	11348			events			
page-2657	Tadd_Dameron	Tadd Dameron	musicians	biography	7	11327			musicians			
page-2657	Tadd_Dameron	Tadd Dameron	musicians	legacy	13	11327			musicians			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-31	1957_in_music	1957 in music	events	albums released	13	11277			events			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	background	6	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-3747	Van_Gelder_Studio	Van Gelder Studio	places	list of recording sessions	11	11260			places			
page-29	1956_in_music	1956 in music	events	albums released	10	11144			events			
page-29	1956_in_music	1956 in music	events	albums released	10	11144			events			
page-29	1956_in_music	1956 in music	events	albums released	10	11144			events			
page-29	1956_in_music	1956 in music	events	albums released	10	11144			events			
page-29	1956_in_music	1956 in music	events	albums released	10	11144			events			
page-41	1960s_in_jazz	1960s in jazz	events	1967	68	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1967	68	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1967	68	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1968	77	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1968	77	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1969	85	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1969	87	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1969	87	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1960s jazz standards	7	11110			events			
page-41	1960s_in_jazz	1960s in jazz	events	1960s jazz standards	8	11110			events			
page-2150	Paul_Buckmaster	Paul Buckmaster	musicians	first paragraph	0	11104			musicians			
page-2150	Paul_Buckmaster	Paul Buckmaster	musicians	selected discography	9	11104			musicians			
page-2150	Paul_Buckmaster	Paul Buckmaster	musicians	selected discography	9	11104			musicians			
page-2119	Oscar_Pettiford	Oscar Pettiford	musicians	discography	20	11083			musicians			
page-2119	Oscar_Pettiford	Oscar Pettiford	musicians	discography	20	11083			musicians			
page-2119	Oscar_Pettiford	Oscar Pettiford	musicians	discography	20	11083			musicians			
page-2119	Oscar_Pettiford	Oscar Pettiford	musicians	first paragraph	0	11083			musicians			
page-3038	Timeline_of_1960s_counterculture	Timeline of 1960s counterculture	events	1970s	69	11025			events			
page-1182	Henry_Kaiser_(musician)	Henry Kaiser (musician)	musicians	biography	10	11015			musicians			
page-1180	Helen_Merrill	Helen Merrill	musicians	youth and early career	13	10924			musicians			
page-3769	Wallace_Roney	Wallace Roney	musicians	biography	11	10865			musicians			
page-3769	Wallace_Roney	Wallace Roney	musicians	biography	12	10865			musicians			
page-3769	Wallace_Roney	Wallace Roney	musicians	first paragraph	0	10865			musicians			
page-1408	Jimmy_Heath	Jimmy Heath	musicians	biography	9	10836			musicians			
page-1408	Jimmy_Heath	Jimmy Heath	musicians	first paragraph	0	10836			musicians			
page-3756	Victor_Feldman	Victor Feldman	musicians	discography	25	10765			musicians			
page-3756	Victor_Feldman	Victor Feldman	musicians	first paragraph	0	10765			musicians			
page-3756	Victor_Feldman	Victor Feldman	musicians	later jazz and us session work	10	10765			musicians			
page-44	1961_in_music	1961 in music	events	albums released	10	10681			events			
page-1061	Gary_Peacock	Gary Peacock	musicians	biography	7	10615			musicians			
page-1061	Gary_Peacock	Gary Peacock	musicians	first paragraph	0	10615			musicians			
page-909	Fats_Navarro	Fats Navarro	musicians	discography	24	10549			musicians			
page-909	Fats_Navarro	Fats Navarro	musicians	first paragraph	0	10549			musicians			
page-2385	Rocker	Rocker	other	art entertainment and media	18	10499			other			
page-1778	Mackenzie_High_School_(Michigan)	Mackenzie High School (Michigan)	places	distinguished alumni	71	10391			places			
page-394	Bloodline_(band)	Bloodline (band)	musicians	first paragraph	0	10362			musicians			
page-319	Ben_Sidran	Ben Sidran	musicians	life and career	11	10293			musicians			
page-1782	Madhouse_(band)	Madhouse (band)	musicians	history	8	10292			musicians			
page-33	1958_in_music	1958 in music	places	albums released	10	10291			places			
page-33	1958_in_music	1958 in music	places	albums released	10	10291			places			
page-2048	Nic_Endo	Nic Endo	musicians	influences	10	10272			musicians			
page-1524	Keziah_Jones	Keziah Jones	musicians	influences	13	10242			musicians			
page-1244	If_(band)	If (band)	musicians	history	7	10238			musicians			
page-3964	Wikipedia_talk:WikiProject_Composers/Archive_3	Wikipedia talk:WikiProject Composers/Archive 3	musicians	first paragraph	0	0			musicians		1	
page-439	Book_talk:Blakfacts_Volume_12:	Book talk:Blakfacts Volume 12:	other	first paragraph	0	99			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-440	Book_talk:Miles_Davis	Book talk:Miles Davis	other	first paragraph	0	62			other		1	
page-795	Draft:Eclipse_Jazz	Draft:Eclipse Jazz	other	first paragraph	0	0			other		1	
page-1833	Matt_Uelmen	Matt Uelmen	musicians	early life and work	6	10165			musicians			
page-919	File:17_Generique.ogg	File:17 Generique.ogg	other	first paragraph	0	332			other		1	
page-919	File:17_Generique.ogg	File:17 Generique.ogg	other	first paragraph	0	332			other		1	
page-920	File:Amandla_(album).jpg	File:Amandla (album).jpg	other	first paragraph	0	69			other		1	
page-921	File:Amsterdam_Concert.jpeg	File:Amsterdam Concert.jpeg	other	first paragraph	0	42			other		1	
page-922	File:Big_Fun.jpg	File:Big Fun.jpg	other	first paragraph	0	102			other		1	
page-922	File:Big_Fun.jpg	File:Big Fun.jpg	other	first paragraph	0	102			other		1	
page-922	File:Big_Fun.jpg	File:Big Fun.jpg	other	first paragraph	0	102			other		1	
page-922	File:Big_Fun.jpg	File:Big Fun.jpg	other	first paragraph	0	102			other		1	
page-923	File:Birth_of_the_Cool.jpg	File:Birth of the Cool.jpg	other	first paragraph	0	145			other		1	
page-925	File:Bitches_Brew_Live.jpg	File:Bitches Brew Live.jpg	other	first paragraph	0	44			other		1	
page-924	File:Bitches_brew.jpg	File:Bitches brew.jpg	other	first paragraph	0	467			other		1	
page-926	File:BitchesBrewGatefold.jpg	File:BitchesBrewGatefold.jpg	other	first paragraph	0	518			other		1	
page-927	File:Blue_haze.JPG	File:Blue haze.JPG	other	first paragraph	0	87			other		1	
page-928	File:Blue_period.jpg	File:Blue period.jpg	other	first paragraph	0	55			other		1	
page-929	File:CharlieParker_YardbirdSuite.ogg	File:CharlieParker YardbirdSuite.ogg	other	first paragraph	0	467			other		1	
page-930	File:CompleteBitchesBrewBoxSetReissue.jpg	File:CompleteBitchesBrewBoxSetReissue.jpg	other	first paragraph	0	72			other		1	
page-931	File:Cornerbox_front.png	File:Cornerbox front.png	other	first paragraph	0	64			other		1	
page-932	File:Davis_Tutu.ogg	File:Davis Tutu.ogg	other	first paragraph	0	113			other		1	
page-933	File:DavisPangaea.jpg	File:DavisPangaea.jpg	other	first paragraph	0	80			other		1	
page-934	File:Doo-Bop_front.jpg	File:Doo-Bop front.jpg	other	first paragraph	0	86			other		1	
page-935	File:Full_Nelson.ogg	File:Full Nelson.ogg	other	first paragraph	0	86			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-936	File:Go_Ahead_John.ogg	File:Go Ahead John.ogg	other	first paragraph	0	433			other		1	
page-937	File:Image-bagsgroove.jpg	File:Image-bagsgroove.jpg	other	first paragraph	0	74			other		1	
page-938	File:In_Concert_-_Miles_Davis.jpg	File:In Concert - Miles Davis.jpg	other	first paragraph	0	46			other		1	
page-939	File:Jack_Johnson_S_30455.jpg	File:Jack Johnson S 30455.jpg	other	first paragraph	0	131			other		1	
page-940	File:KindofBlue_JM.jpg	File:KindofBlue JM.jpg	other	first paragraph	0	114			other		1	
page-941	File:Miles_Ahead.jpg	File:Miles Ahead.jpg	other	first paragraph	0	82			other		1	
page-947	File:Miles_Davis_-_1958_Miles_reissue_cover.jpg	File:Miles Davis - 1958 Miles reissue cover.jpg	other	first paragraph	0	88			other		1	
page-946	File:Miles_Davis_-_1958_Miles.png	File:Miles Davis - 1958 Miles.png	other	first paragraph	0	50			other		1	
page-948	File:Miles_Davis_-_Agharta.jpg	File:Miles Davis - Agharta.jpg	other	first paragraph	0	103			other		1	
page-948	File:Miles_Davis_-_Agharta.jpg	File:Miles Davis - Agharta.jpg	other	first paragraph	0	103			other		1	
page-948	File:Miles_Davis_-_Agharta.jpg	File:Miles Davis - Agharta.jpg	other	first paragraph	0	103			other		1	
page-948	File:Miles_Davis_-_Agharta.jpg	File:Miles Davis - Agharta.jpg	other	first paragraph	0	103			other		1	
page-948	File:Miles_Davis_-_Agharta.jpg	File:Miles Davis - Agharta.jpg	other	first paragraph	0	103			other		1	
page-949	File:Miles_Davis_-_Conception.jpg	File:Miles Davis - Conception.jpg	other	first paragraph	0	88			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-950	File:Miles_Davis_-_Prelude.ogg	File:Miles Davis - Prelude.ogg	other	first paragraph	0	60			other		1	
page-951	File:Miles_Davis_-_Sketches_of_Spain.png	File:Miles Davis - Sketches of Spain.png	other	first paragraph	0	261			other		1	
page-952	File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	first paragraph	0	44			other		1	
page-952	File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	first paragraph	0	44			other		1	
page-952	File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	first paragraph	0	44			other		1	
page-952	File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	first paragraph	0	44			other		1	
page-952	File:Miles_Davis_Directions.jpg	File:Miles Davis Directions.jpg	other	first paragraph	0	44			other		1	
page-954	File:Miles_Davis_Live_Around_The_World.jpg	File:Miles Davis Live Around The World.jpg	other	first paragraph	0	58			other		1	
page-954	File:Miles_Davis_Live_Around_The_World.jpg	File:Miles Davis Live Around The World.jpg	other	first paragraph	0	58			other		1	
page-954	File:Miles_Davis_Live_Around_The_World.jpg	File:Miles Davis Live Around The World.jpg	other	first paragraph	0	58			other		1	
page-954	File:Miles_Davis_Live_Around_The_World.jpg	File:Miles Davis Live Around The World.jpg	other	first paragraph	0	58			other		1	
page-955	File:Miles_Davis_Live_in_Europe_1967.jpg	File:Miles Davis Live in Europe 1967.jpg	other	first paragraph	0	54			other		1	
page-953	File:Miles_Davis_Live-Evil.jpg	File:Miles Davis Live-Evil.jpg	other	first paragraph	0	239			other		1	
page-953	File:Miles_Davis_Live-Evil.jpg	File:Miles Davis Live-Evil.jpg	other	first paragraph	0	239			other		1	
page-953	File:Miles_Davis_Live-Evil.jpg	File:Miles Davis Live-Evil.jpg	other	first paragraph	0	239			other		1	
page-953	File:Miles_Davis_Live-Evil.jpg	File:Miles Davis Live-Evil.jpg	other	first paragraph	0	239			other		1	
page-956	File:Miles_Davis_On_The_Corner.jpg	File:Miles Davis On The Corner.jpg	other	first paragraph	0	145			other		1	
page-957	File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	first paragraph	0	60			other		1	
page-957	File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	first paragraph	0	60			other		1	
page-957	File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	first paragraph	0	60			other		1	
page-957	File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	first paragraph	0	60			other		1	
page-957	File:Miles_Davis_Quintet_at_Peacock_Alley.jpeg	File:Miles Davis Quintet at Peacock Alley.jpeg	other	first paragraph	0	60			other		1	
page-958	File:Miles_Davis_Sorcerer.jpg	File:Miles Davis Sorcerer.jpg	other	first paragraph	0	305			other		1	
page-958	File:Miles_Davis_Sorcerer.jpg	File:Miles Davis Sorcerer.jpg	other	first paragraph	0	305			other		1	
page-958	File:Miles_Davis_Sorcerer.jpg	File:Miles Davis Sorcerer.jpg	other	first paragraph	0	305			other		1	
page-958	File:Miles_Davis_Sorcerer.jpg	File:Miles Davis Sorcerer.jpg	other	first paragraph	0	305			other		1	
page-959	File:Miles_Davis_Star_People.jpg	File:Miles Davis Star People.jpg	other	first paragraph	0	63			other		1	
page-960	File:Miles_Davis_The_Man_With_The_Horn.jpg	File:Miles Davis The Man With The Horn.jpg	other	first paragraph	0	64			other		1	
page-961	File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	other	first paragraph	0	105			other		1	
page-961	File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	other	first paragraph	0	105			other		1	
page-961	File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	other	first paragraph	0	105			other		1	
page-961	File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	other	first paragraph	0	105			other		1	
page-961	File:Miles_Davis_with_horns_Cover.jpg	File:Miles Davis with horns Cover.jpg	other	first paragraph	0	105			other		1	
page-962	File:Miles_Davis_with_Michel_LeGrand_Dingo.jpg	File:Miles Davis with Michel LeGrand Dingo.jpg	other	first paragraph	0	40			other		1	
page-963	File:Miles_Davis_You%27re_Under_Arrest_front.jpg	File:Miles Davis You're Under Arrest front.jpg	other	first paragraph	0	51			other		1	
page-963	File:Miles_Davis_You%27re_Under_Arrest_front.jpg	File:Miles Davis You're Under Arrest front.jpg	other	first paragraph	0	51			other		1	
page-943	File:Miles_Davis-At_Fillmore-cbs.jpg	File:Miles Davis-At Fillmore-cbs.jpg	other	first paragraph	0	62			other		1	
page-943	File:Miles_Davis-At_Fillmore-cbs.jpg	File:Miles Davis-At Fillmore-cbs.jpg	other	first paragraph	0	62			other		1	
page-943	File:Miles_Davis-At_Fillmore-cbs.jpg	File:Miles Davis-At Fillmore-cbs.jpg	other	first paragraph	0	62			other		1	
page-943	File:Miles_Davis-At_Fillmore-cbs.jpg	File:Miles Davis-At Fillmore-cbs.jpg	other	first paragraph	0	62			other		1	
page-944	File:Miles_Davis-Filles_de_Kilimanjaro_(album_cover).jpg	File:Miles Davis-Filles de Kilimanjaro (album cover).jpg	other	first paragraph	0	143			other		1	
page-945	File:Miles_Davis-Tutu_(album_cover).jpg	File:Miles Davis-Tutu (album cover).jpg	other	first paragraph	0	359			other		1	
page-942	File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	first paragraph	0	56			other		1	
page-942	File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	first paragraph	0	56			other		1	
page-942	File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	first paragraph	0	56			other		1	
page-942	File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	first paragraph	0	56			other		1	
page-942	File:Miles_Davis%27_Greatest_Hits.jpeg	File:Miles Davis' Greatest Hits.jpeg	other	first paragraph	0	56			other		1	
page-964	File:Miles_Festiva_De_Juan_Pins_1969.jpg	File:Miles Festiva De Juan Pins 1969.jpg	other	first paragraph	0	54			other		1	
page-965	File:Miles_in_berlin.jpg	File:Miles in berlin.jpg	other	first paragraph	0	62			other		1	
page-966	File:MilesAhead_original.jpg	File:MilesAhead original.jpg	other	first paragraph	0	142			other		1	
page-967	File:Milesdavis_aboutthattime_cd.jpg	File:Milesdavis aboutthattime cd.jpg	other	first paragraph	0	29			other		1	
page-968	File:MilesDavis_Agartha_designbyTadanoriYokoo.jpg	File:MilesDavis Agartha designbyTadanoriYokoo.jpg	other	first paragraph	0	142			other		1	
page-969	File:MilesDavis_DarkMagus.jpg	File:MilesDavis DarkMagus.jpg	other	first paragraph	0	62			other		1	
page-970	File:MilesDavis_MilesInTheSky.jpg	File:MilesDavis MilesInTheSky.jpg	other	first paragraph	0	77			other		1	
