Page Id	URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	first paragraph	0	17899			recording			
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	personnel	22	17899			recording			1
page-2469	Seven_Steps_to_Heaven	Seven Steps to Heaven	works	track listing	15	17899			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	first paragraph	0	17843			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	first paragraph	0	17843			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	first paragraph	0	17843			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	first paragraph	0	17843			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	personnel	29	17843			recording			1
page-1924	Miles_Smiles	Miles Smiles	works	track listing	24	17843			recording			1
page-2923	The_Man_I_Love_(song)	The Man I Love (song)	works	recorded versions	11	17714			recording			
page-2923	The_Man_I_Love_(song)	The Man I Love (song)	works	recorded versions	11	17714			recording			
page-1217	How_High_the_Moon	How High the Moon	works	songs based on how high the moon	17	17633			recording			
page-3025	Thugz_Mansion	Thugz Mansion	works	overview	7	17575			recording			
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	bibliography	25	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	first paragraph	0	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	first paragraph	0	17273			recording			1
page-247	Ascenseur_pour_l%27%C3%A9chafaud_(soundtrack)	Ascenseur pour l'échafaud (soundtrack)	works	first paragraph	0	17273			recording			1
page-2528	Someday_My_Prince_Will_Come	Someday My Prince Will Come	works	as a jazz standard	14	17106			recording			
page-2528	Someday_My_Prince_Will_Come	Someday My Prince Will Come	works	as a jazz standard	15	17106			recording			
page-2528	Someday_My_Prince_Will_Come	Someday My Prince Will Come	works	first paragraph	0	17106			recording			
page-381	Birds_of_Fire	Birds of Fire	works	first paragraph	0	16882			recording			
page-1106	Glenn_Miller_discography	Glenn Miller discography	works	selected discography and annotation	82	16759			recording			
page-2518	So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	first paragraph	0	16610			recording			
page-2518	So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	first paragraph	0	16610			recording			
page-2518	So_What_(Miles_Davis_composition)	So What (Miles Davis composition)	works	first paragraph	0	16610			recording			
page-2548	Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	first paragraph	0	16553			recording			
page-2548	Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	first paragraph	0	16553			recording			
page-2548	Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	first paragraph	0	16553			recording			
page-2548	Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	personnel	12	16553			recording			1
page-2548	Sorcerer_(Miles_Davis_album)	Sorcerer (Miles Davis album)	works	personnel	14	16553			recording			1
page-2439	Say_It_Loud_%E2%80%93_I%27m_Black_and_I%27m_Proud	Say It Loud – I'm Black and I'm Proud	works	other versions and uses	21	16544			recording			
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	52	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-34	1958_Miles	1958 Miles	works	external links	53	9814			recording		1	1
page-130	A_Simple_Matter_of_Conviction	A Simple Matter of Conviction	works	external links	16	2673			recording		1	
page-398	Blue_in_Green	Blue in Green	works	first paragraph	0	16398			recording			1
page-398	Blue_in_Green	Blue in Green	works	first paragraph	0	16398			recording			1
page-398	Blue_in_Green	Blue in Green	works	first paragraph	0	16398			recording			1
page-230	Art_Blakey_discography	Art Blakey discography	works	albums recorded as a sideman	14	16237			recording			1
page-230	Art_Blakey_discography	Art Blakey discography	works	albums recorded as a sideman	14	16237			recording			1
page-230	Art_Blakey_discography	Art Blakey discography	works	albums recorded as a sideman	14	16237			recording			1
page-230	Art_Blakey_discography	Art Blakey discography	works	albums recorded as a sideman	14	16237			recording			1
page-1256	In_Memory_of_Elizabeth_Reed	In Memory of Elizabeth Reed	works	fillmore east recording	13	16234			recording			
page-274	Back_on_the_Block	Back on the Block	works	credits	27	15646			recording			1
page-274	Back_on_the_Block	Back on the Block	works	first paragraph	0	15646			recording			1
page-2315	Raoul_and_the_Kings_of_Spain	Raoul and the Kings of Spain	works	track listing	13	15640			recording			1
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	first paragraph	0	15523			recording			
page-1089	Get_Up_with_It	Get Up with It	works	track listing	13	15523			recording			1
page-2630	Sunday_at_the_Village_Vanguard	Sunday at the Village Vanguard	works	track listing	16	15393			recording			1
page-2325	Reachin%27_(A_New_Refutation_of_Time_and_Space)	Reachin' (A New Refutation of Time and Space)	works	track listing	15	15324			recording			1
page-2514	So_Beautiful_or_So_What	So Beautiful or So What	works	music and lyrics	22	15275			recording			
page-2514	So_Beautiful_or_So_What	So Beautiful or So What	works	music and lyrics	22	15275			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	first paragraph	0	15121			recording			
page-3768	Walkin%27	Walkin'	works	personnel	14	15121			recording			1
page-3768	Walkin%27	Walkin'	works	track listing	12	15121			recording			1
page-2345	Remix_album	Remix album	works	history	8	15036			recording			
page-868	Enta_da_Stage	Enta da Stage	works	track listing	32	14966			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	first paragraph	0	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	personnel	8	14943			recording			1
page-628	Cookin%27_with_the_Miles_Davis_Quintet	Cookin' with the Miles Davis Quintet	works	track listing	6	14943			recording			1
page-2089	Old_Cases	Old Cases	works	production	26	14817			recording			
page-2088	Ol%C3%A9_Coltrane	Olé Coltrane	works	background	8	14816			recording			
page-2797	That_Old_Black_Magic	That Old Black Magic	works	recorded versions	31	14773			recording			
page-1139	Green_Dolphin_Street	Green Dolphin Street	works	theme song	19	14731			recording			
page-481	But_Not_for_Me_(song)	But Not for Me (song)	works	notable recordings	7	14426			recording			
page-604	Coltrane_(1957_album)	Coltrane (1957 album)	works	background	8	14354			recording			
page-2551	Soultrane	Soultrane	works	first paragraph	0	13908			recording			
page-2060	Nine_to_the_Universe	Nine to the Universe	works	critical reception	22	13829			recording			
page-2060	Nine_to_the_Universe	Nine to the Universe	works	history	6	13829			recording			
page-2060	Nine_to_the_Universe	Nine to the Universe	works	history	8	13829			recording			
page-1758	Love_for_Sale_(song)	Love for Sale (song)	works	first paragraph	0	13771			recording			
page-2888	The_Hobo_Code	The Hobo Code	works	cultural references	13	13503			recording			
page-1921	Miles_in_the_Sky	Miles in the Sky	works	background	6	13502			recording			1
page-1921	Miles_in_the_Sky	Miles in the Sky	works	first paragraph	0	13502			recording			1
page-1921	Miles_in_the_Sky	Miles in the Sky	works	first paragraph	0	13502			recording			1
page-1921	Miles_in_the_Sky	Miles in the Sky	works	first paragraph	0	13502			recording			1
page-1921	Miles_in_the_Sky	Miles in the Sky	works	personnel	22	13502			recording			1
page-1921	Miles_in_the_Sky	Miles in the Sky	works	track listing	16	13502			recording			1
page-2366	Rise_(Public_Image_Ltd_song)	Rise (Public Image Ltd song)	works	first paragraph	0	13391			recording			
page-3982	Winter_in_America	Winter in America	works	music and lyrics	28	13255			recording			
page-273	Back_Home_Again_in_Indiana	Back Home Again in Indiana	works	a jazz standard	12	13250			recording			
page-183	All_Blues	All Blues	works	first paragraph	0	13074			recording			1
page-183	All_Blues	All Blues	works	first paragraph	0	13074			recording			1
page-183	All_Blues	All Blues	works	first paragraph	0	13074			recording			1
page-1937	Misterioso_(Thelonious_Monk_album)	Misterioso (Thelonious Monk album)	works	background	12	12924			recording			
page-1297	It%27s_Only_a_Paper_Moon	It's Only a Paper Moon	works	recorded versions	10	12825			recording			
page-2627	Sun_City_(song)	Sun City (song)	works	history	10	12716			recording			
page-2820	The_Blues_and_the_Abstract_Truth	The Blues and the Abstract Truth	works	music	7	12673			recording			
page-820	East-West_(The_Butterfield_Blues_Band_album)	East-West (The Butterfield Blues Band album)	works	content	9	12650			recording			
page-1093	Giant_Steps_(composition)	Giant Steps (composition)	works	chord progression	10	12647			recording			
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	first paragraph	0	12642			recording			
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	first paragraph	0	12642			recording			
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	first paragraph	0	12642			recording			
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	first paragraph	0	12642			recording			
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	personnel	10	12642			recording			1
page-4006	You%27re_Under_Arrest_(Miles_Davis_album)	You're Under Arrest (Miles Davis album)	works	production	12	12642			recording			
page-1160	Hand_jive	Hand jive	works	songs referring to hand jive	12	12538			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	first paragraph	0	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-2099	On_Green_Dolphin_Street_(song)	On Green Dolphin Street (song)	works	other notable performers	4	12459			recording			
page-680	Dark_Magus	Dark Magus	works	first paragraph	0	12388			recording			
page-680	Dark_Magus	Dark Magus	works	first paragraph	0	12388			recording			
page-680	Dark_Magus	Dark Magus	works	first paragraph	0	12388			recording			
page-680	Dark_Magus	Dark Magus	works	personnel	40	12388			recording			1
page-680	Dark_Magus	Dark Magus	works	release and reception	22	12388			recording			
page-680	Dark_Magus	Dark Magus	works	track listing	29	12388			recording			1
page-3781	Water_Babies_(album)	Water Babies (album)	works	first paragraph	0	12374			recording			1
page-3781	Water_Babies_(album)	Water Babies (album)	works	first paragraph	0	12374			recording			1
page-3781	Water_Babies_(album)	Water Babies (album)	works	first paragraph	0	12374			recording			1
page-3781	Water_Babies_(album)	Water Babies (album)	works	first paragraph	0	12374			recording			1
page-3781	Water_Babies_(album)	Water Babies (album)	works	performers	19	12374			recording			
page-1996	Mwandishi	Mwandishi	works	background	7	12216			recording			
page-727	Demon_Knights	Demon Knights	works	reception	17	12117			recording			
page-608	Coltrane_Jazz	Coltrane Jazz	works	background	7	12007			recording			
page-608	Coltrane_Jazz	Coltrane Jazz	works	background	7	12007			recording			
page-608	Coltrane_Jazz	Coltrane Jazz	works	background	7	12007			recording			
page-608	Coltrane_Jazz	Coltrane Jazz	works	background	7	12007			recording			
page-2264	Portrait_in_Jazz	Portrait in Jazz	works	history	7	11922			recording			
page-2264	Portrait_in_Jazz	Portrait in Jazz	works	track listing	13	11922			recording			1
page-2577	Stan_Getz_discography	Stan Getz discography	works	discography	63	11893			recording			
page-198	Amandla_(album)	Amandla (album)	works	first paragraph	0	11868			recording			
page-198	Amandla_(album)	Amandla (album)	works	first paragraph	0	11868			recording			
page-198	Amandla_(album)	Amandla (album)	works	first paragraph	0	11868			recording			
page-198	Amandla_(album)	Amandla (album)	works	first paragraph	0	11868			recording			
page-198	Amandla_(album)	Amandla (album)	works	personnel	7	11868			recording			1
page-2587	Stella_by_Starlight	Stella by Starlight	works	recording history	7	11550			recording			
page-1717	Live_at_the_Fillmore_East_(Neil_Young_album)	Live at the Fillmore East (Neil Young album)	works	first paragraph	0	11524			recording			
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	first paragraph	0	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	personnel	9	11176			recording			1
page-397	Blue_Haze	Blue Haze	works	track listing	6	11176			recording			1
page-1906	Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	first paragraph	0	11162			recording			1
page-1906	Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	first paragraph	0	11162			recording			1
page-1906	Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	first paragraph	0	11162			recording			1
page-1906	Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	first paragraph	0	11162			recording			1
page-1906	Miles_Davis_at_Fillmore	Miles Davis at Fillmore	works	personnel	24	11162			recording			1
page-2295	Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	background	7	11160			recording			
page-2295	Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	first paragraph	0	11160			recording			
page-2295	Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	first paragraph	0	11160			recording			
page-2295	Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	first paragraph	0	11160			recording			
page-2295	Quiet_Nights_(Miles_Davis_and_Gil_Evans_album)	Quiet Nights (Miles Davis and Gil Evans album)	works	personnel	21	11160			recording			1
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	first paragraph	0	11144			recording			
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	performers	12	11144			recording			1
page-1904	Miles_Davis_and_the_Modern_Jazz_Giants	Miles Davis and the Modern Jazz Giants	works	performers	14	11144			recording			1
page-2135	Pangaea_(album)	Pangaea (album)	works	first paragraph	0	11067			recording			
page-2135	Pangaea_(album)	Pangaea (album)	works	first paragraph	0	11067			recording			
page-2135	Pangaea_(album)	Pangaea (album)	works	first paragraph	0	11067			recording			
page-2135	Pangaea_(album)	Pangaea (album)	works	personnel	16	11067			recording			1
page-634	Corcovado_(song)	Corcovado (song)	works	notable recordings	7	11042			recording			
page-260	Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	first paragraph	0	10925			recording			
page-260	Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	first paragraph	0	10925			recording			
page-260	Aura_(Miles_Davis_album)	Aura (Miles Davis album)	works	first paragraph	0	10925			recording			
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	first paragraph	0	10881			recording			1
page-2339	Relaxin%27_with_the_Miles_Davis_Quintet	Relaxin' with the Miles Davis Quintet	works	personnel	7	10881			recording			1
page-1199	High_Heels_(film)	High Heels (film)	works	soundtrack	35	10834			recording			
page-1032	Freddie_Freeloader	Freddie Freeloader	works	first paragraph	0	10825			recording			
page-1032	Freddie_Freeloader	Freddie Freeloader	works	first paragraph	0	10825			recording			
page-1032	Freddie_Freeloader	Freddie Freeloader	works	first paragraph	0	10825			recording			
page-1032	Freddie_Freeloader	Freddie Freeloader	works	first paragraph	0	10825			recording			
page-1884	Milagro_(Santana_album)	Milagro (Santana album)	works	first paragraph	0	10531			recording			
page-3787	We_Want_Miles	We Want Miles	works	first paragraph	0	10438			recording			
page-3787	We_Want_Miles	We Want Miles	works	first paragraph	0	10438			recording			
page-3787	We_Want_Miles	We Want Miles	works	first paragraph	0	10438			recording			
page-3787	We_Want_Miles	We Want Miles	works	personnel	33	10438			recording			1
page-3787	We_Want_Miles	We Want Miles	works	release information	18	10438			recording			
page-1712	Live_at_Sin-%C3%A9_(Legacy_Edition)	Live at Sin-é (Legacy Edition)	works	track listing	12	10438			recording			1
page-2349	Representative_Brody	Representative Brody	works	production	16	10363			recording			
page-3992	Wrath_of_the_Math	Wrath of the Math	works	samples	20	10347			recording			
page-746	Dig_(Miles_Davis_album)	Dig (Miles Davis album)	works	first paragraph	0	10244			recording			
page-746	Dig_(Miles_Davis_album)	Dig (Miles Davis album)	works	first paragraph	0	10244			recording			
