URL	Name	Attr	Value
Blues	Blues	dbo:derivative	Jazz
Blues	Blues	dbo:derivative	Rock_music
Blues	Blues	dbo:instrument	Double_bass
Blues	Blues	dbo:instrument	Trumpet
Blues	Blues	dbp:derivatives	Jazz
Blues	Blues	dbp:derivatives	Rock_music
Blues	Blues	dct:subject	Blues
Blues	Blues	is dbo:genre of	Romina_Daniele
Blues	Blues	is dbo:genre of	Blues
Blues	Blues	is dbo:genre of	Derek_Trucks
Blues	Blues	is dbo:stylisticOrigin of	Hard_bop
Blues	Blues	is dbo:stylisticOrigin of	Jazz
Blues	Blues	is dbo:stylisticOrigin of	Rock_music
Blues	Blues	is dbo:stylisticOrigin of	Art_rock
Blues	Blues	is dbo:stylisticOrigin of	Jazz
Blues	Blues	is dbp:genre of	Monterey_Jazz_Festival
Blues	Blues	is dbp:genre of	Romina_Daniele
Blues	Blues	is dbp:genre of	Blues
Blues	Blues	is dbp:genre of	Derek_Trucks
Blues	Blues	is dbp:genre of	Ann_Arbor_Blues_and_Jazz_Festival
Blues	Blues	is dbp:genre of	Clarence_Horatius_Miller
Blues	Blues	is dbp:stylisticOrigins of	Hard_bop
Blues	Blues	is dbp:stylisticOrigins of	Jazz
Blues	Blues	is dbp:stylisticOrigins of	Rock_music
Blues	Blues	is dbp:stylisticOrigins of	Art_rock
Blues	Blues	is dbp:stylisticOrigins of	Jazz
Black_Sabbath	Black Sabbath	dbo:recordLabel	Warner_Bros._Records
Black_Sabbath	Black Sabbath	dbp:label	Warner_Bros._Records
Black_Sabbath	Black Sabbath	dct:subject	Black_Sabbath
Claude_Debussy	Claude Debussy	dbo:deathPlace	Paris
Claude_Debussy	Claude Debussy	is dbp:writer of	Ocean_of_Sound
Charles_Mingus	Charles Mingus	dbo:associatedBand	Eric_Dolphy
Charles_Mingus	Charles Mingus	dbo:associatedBand	Jaki_Byard
Charles_Mingus	Charles Mingus	dbo:associatedBand	Jack_Walrath
Charles_Mingus	Charles Mingus	dbo:associatedBand	Charlie_Parker
Charles_Mingus	Charles Mingus	dbo:associatedBand	Duke_Ellington
Charles_Mingus	Charles Mingus	dbo:associatedBand	Max_Roach
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Eric_Dolphy
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Jaki_Byard
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Jack_Walrath
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Charlie_Parker
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Duke_Ellington
Charles_Mingus	Charles Mingus	dbo:associatedMusicalArtist	Max_Roach
Charles_Mingus	Charles Mingus	dbo:genre	Avant-garde_jazz
Charles_Mingus	Charles Mingus	dbo:genre	Post-bop
Charles_Mingus	Charles Mingus	dbo:genre	Hard_bop
Charles_Mingus	Charles Mingus	dbo:genre	Free_jazz
Charles_Mingus	Charles Mingus	dbo:genre	Jazz
Charles_Mingus	Charles Mingus	dbo:genre	Bebop
Charles_Mingus	Charles Mingus	dbo:genre	Third_stream
Charles_Mingus	Charles Mingus	dbo:instrument	Double_bass
Charles_Mingus	Charles Mingus	dbo:recordLabel	Debut_Records
Charles_Mingus	Charles Mingus	dbo:recordLabel	Impulse!_Records
Charles_Mingus	Charles Mingus	dbo:recordLabel	Columbia_Records
Charles_Mingus	Charles Mingus	dbp:associatedActs	Eric_Dolphy
Charles_Mingus	Charles Mingus	dbp:associatedActs	Jaki_Byard
Charles_Mingus	Charles Mingus	dbp:associatedActs	Jack_Walrath
Charles_Mingus	Charles Mingus	dbp:associatedActs	Charlie_Parker
Charles_Mingus	Charles Mingus	dbp:associatedActs	Duke_Ellington
Charles_Mingus	Charles Mingus	dbp:associatedActs	Max_Roach
Charles_Mingus	Charles Mingus	dbp:genre	Avant-garde_jazz
Charles_Mingus	Charles Mingus	dbp:genre	Post-bop
Charles_Mingus	Charles Mingus	dbp:genre	Hard_bop
Charles_Mingus	Charles Mingus	dbp:genre	Free_jazz
Charles_Mingus	Charles Mingus	dbp:genre	Jazz
Charles_Mingus	Charles Mingus	dbp:genre	Bebop
Charles_Mingus	Charles Mingus	dbp:genre	Third_stream
Charles_Mingus	Charles Mingus	dbp:label	Debut_Records
Charles_Mingus	Charles Mingus	dbp:label	Impulse!_Records
Charles_Mingus	Charles Mingus	dbp:label	Columbia_Records
Charles_Mingus	Charles Mingus	dct:subject	Charles_Mingus
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Teo_Macero
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Eric_Dolphy
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Clark_Terry
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Ted_Curson
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Jaki_Byard
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Randy_Brecker
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Joni_Mitchell
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Bud_Powell
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Max_Roach
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Michael_Brecker
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Elvin_Jones
Charles_Mingus	Charles Mingus	is dbo:associatedBand of	Fats_Navarro
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Teo_Macero
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Eric_Dolphy
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Clark_Terry
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Ted_Curson
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Jaki_Byard
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Randy_Brecker
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Joni_Mitchell
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Bud_Powell
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Max_Roach
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Michael_Brecker
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Elvin_Jones
Charles_Mingus	Charles Mingus	is dbo:associatedMusicalArtist of	Fats_Navarro
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Teo_Macero
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Eric_Dolphy
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Clark_Terry
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Ted_Curson
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Jaki_Byard
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Joni_Mitchell
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Max_Roach
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Michael_Brecker
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Elvin_Jones
Charles_Mingus	Charles Mingus	is dbp:associatedActs of	Fats_Navarro
Charles_Mingus	Charles Mingus	is dbp:recordedBy of	Ah-Leu-Cha
Drum_and_bass	Drum and bass	dbo:musicFusionGenre	Drum_and_bass
Drum_and_bass	Drum and bass	dbo:musicSubgenre	Drum_and_bass
Drum_and_bass	Drum and bass	dbo:stylisticOrigin	Industrial_music
Drum_and_bass	Drum and bass	dbp:otherTopics	Drum_and_bass
Drum_and_bass	Drum and bass	dbp:stylisticOrigins	Industrial_music
Drum_and_bass	Drum and bass	dct:subject	Drum_and_bass
Drum_and_bass	Drum and bass	is dbo:musicFusionGenre of	Drum_and_bass
Drum_and_bass	Drum and bass	is dbo:musicSubgenre of	Drum_and_bass
Drum_and_bass	Drum and bass	is dbp:otherTopics of	Drum_and_bass
Dave_Brubeck	Dave Brubeck	dbo:birthPlace	Concord_Bicycle_Music
Dave_Brubeck	Dave Brubeck	dbo:genre	West_Coast_jazz
Dave_Brubeck	Dave Brubeck	dbo:genre	Cool_jazz
Dave_Brubeck	Dave Brubeck	dbo:genre	Jazz
Dave_Brubeck	Dave Brubeck	dbo:genre	Third_stream
Dave_Brubeck	Dave Brubeck	dbo:recordLabel	Legacy_Recordings
Dave_Brubeck	Dave Brubeck	dbo:recordLabel	Columbia_Records
Dave_Brubeck	Dave Brubeck	dbo:recordLabel	Concord_Bicycle_Music
Dave_Brubeck	Dave Brubeck	dbp:associatedArtists	Gerry_Mulligan
Dave_Brubeck	Dave Brubeck	dbp:genre	West_Coast_jazz
Dave_Brubeck	Dave Brubeck	dbp:genre	Cool_jazz
Dave_Brubeck	Dave Brubeck	dbp:genre	Jazz
Dave_Brubeck	Dave Brubeck	dbp:genre	Third_stream
Dave_Brubeck	Dave Brubeck	dbp:label	Legacy_Recordings
Dave_Brubeck	Dave Brubeck	dbp:label	Columbia_Records
Dave_Brubeck	Dave Brubeck	dbp:label	Concord_Bicycle_Music
Dave_Brubeck	Dave Brubeck	is dbo:associatedBand of	Teo_Macero
Dave_Brubeck	Dave Brubeck	is dbo:associatedBand of	Gerry_Mulligan
Dave_Brubeck	Dave Brubeck	is dbo:associatedBand of	The_Australian_Jazz_Quartet
Dave_Brubeck	Dave Brubeck	is dbo:associatedMusicalArtist of	Teo_Macero
Dave_Brubeck	Dave Brubeck	is dbo:associatedMusicalArtist of	Gerry_Mulligan
Dave_Brubeck	Dave Brubeck	is dbo:associatedMusicalArtist of	The_Australian_Jazz_Quartet
Dave_Brubeck	Dave Brubeck	is dbo:composer of	In_Your_Own_Sweet_Way
Dave_Brubeck	Dave Brubeck	is dbp:associatedActs of	Teo_Macero
Dave_Brubeck	Dave Brubeck	is dbp:associatedActs of	Gerry_Mulligan
Dave_Brubeck	Dave Brubeck	is dbp:associatedActs of	The_Australian_Jazz_Quartet
Dave_Brubeck	Dave Brubeck	is dbp:composer of	In_Your_Own_Sweet_Way
Dave_Brubeck	Dave Brubeck	is dbp:writer of	The_Legendary_Prestige_Quintet_Sessions
Double_bass	Double bass	is dbo:instrument of	Percy_Heath
Double_bass	Double bass	is dbo:instrument of	Avant-garde_jazz
Double_bass	Double bass	is dbo:instrument of	Oscar_Pettiford
Double_bass	Double bass	is dbo:instrument of	Tommy_Potter
Double_bass	Double bass	is dbo:instrument of	Leonard_Gaskin
Double_bass	Double bass	is dbo:instrument of	Paul_Chambers
Double_bass	Double bass	is dbo:instrument of	Arnold_Fishkind
Double_bass	Double bass	is dbo:instrument of	Modal_jazz
Double_bass	Double bass	is dbo:instrument of	Al_McKibbon
Double_bass	Double bass	is dbo:instrument of	Miles_Mosley
Double_bass	Double bass	is dbo:instrument of	Post-bop
Double_bass	Double bass	is dbo:instrument of	Bo_Stief
Double_bass	Double bass	is dbo:instrument of	Hard_bop
Double_bass	Double bass	is dbo:instrument of	Buster_Williams
Double_bass	Double bass	is dbo:instrument of	Free_jazz
Double_bass	Double bass	is dbo:instrument of	Saskia_Laroo
Double_bass	Double bass	is dbo:instrument of	Ben_Allison
Double_bass	Double bass	is dbo:occupation of	Percy_Heath
Double_bass	Double bass	is dbo:occupation of	Bo_Stief
Double_bass	Double bass	is dbp:instrument of	Percy_Heath
Double_bass	Double bass	is dbp:instrument of	Oscar_Pettiford
Double_bass	Double bass	is dbp:instrument of	Tommy_Potter
Double_bass	Double bass	is dbp:instrument of	Leonard_Gaskin
Double_bass	Double bass	is dbp:instrument of	Paul_Chambers
Double_bass	Double bass	is dbp:instrument of	Arnold_Fishkind
Double_bass	Double bass	is dbp:instrument of	Al_McKibbon
Double_bass	Double bass	is dbp:instrument of	Miles_Mosley
Double_bass	Double bass	is dbp:instrument of	Bo_Stief
Double_bass	Double bass	is dbp:instrument of	Buster_Williams
Double_bass	Double bass	is dbp:instrument of	Saskia_Laroo
Double_bass	Double bass	is dbp:instrument of	Ben_Allison
Double_bass	Double bass	is dbp:instrument of	Ron_Carter
Double_bass	Double bass	is dbp:instrument of	Scott_LaFaro
Double_bass	Double bass	is dbp:instrument of	Kyle_Eastwood
Double_bass	Double bass	is dbp:instrument of	Howard_Rumsey
Double_bass	Double bass	is dbp:instruments of	Avant-garde_jazz
Double_bass	Double bass	is dbp:instruments of	Free_jazz
Double_bass	Double bass	is dbp:instruments of	Jazz
Double_bass	Double bass	is dbp:instruments of	Salsa_music
Double_bass	Double bass	is dbp:occupation of	Percy_Heath
Flugelhorn	Flugelhorn	is dbo:instrument of	Alan_Rubin
Flugelhorn	Flugelhorn	is dbo:instrument of	Freddie_Hubbard
Flugelhorn	Flugelhorn	is dbo:instrument of	Art_Farmer
Flugelhorn	Flugelhorn	is dbo:instrument of	Chet_Baker
Flugelhorn	Flugelhorn	is dbo:instrument of	Clark_Terry
Flugelhorn	Flugelhorn	is dbo:instrument of	Randy_Brecker
Flugelhorn	Flugelhorn	is dbo:instrument of	Wilbur_Harden
Flugelhorn	Flugelhorn	is dbo:instrument of	Woody_Shaw
Flugelhorn	Flugelhorn	is dbo:instrument of	Wadada_Leo_Smith
Flugelhorn	Flugelhorn	is dbp:instrument of	Freddie_Hubbard
Flugelhorn	Flugelhorn	is dbp:instrument of	Chet_Baker
Flugelhorn	Flugelhorn	is dbp:instrument of	Randy_Brecker
Flugelhorn	Flugelhorn	is dbp:instrument of	Wilbur_Harden
Flugelhorn	Flugelhorn	is dbp:instrument of	Wadada_Leo_Smith
Flugelhorn	Flugelhorn	is dbp:related of	Trumpet
Floating_Point	Floating Point	dbo:previousWork	Industrial_Zen
Floating_Point	Floating Point	dbo:subsequentWork	To_the_One
Floating_Point	Floating Point	is dbo:previousWork of	To_the_One
Floating_Point	Floating Point	is dbo:subsequentWork of	Industrial_Zen
Funk	Funk	dbo:stylisticOrigin	Jazz
Funk	Funk	dbp:fusiongenres	Jazz
Funk	Funk	dbp:otherTopics	List_of_funk_musicians
Funk	Funk	dct:subject	Funk
Funk	Funk	is dbo:derivative of	Jazz
Funk	Funk	is dbo:genre of	The_Soulful_Strings
Funk	Funk	is dbo:genre of	Band_of_Gypsys
Funk	Funk	is dbo:stylisticOrigin of	Jazz
Funk	Funk	is dbo:stylisticOrigin of	Jazz
Funk	Funk	is dbo:stylisticOrigin of	Jazz
Funk	Funk	is dbp:derivatives of	Jazz
Funk	Funk	is dbp:genre of	The_Soulful_Strings
Funk	Funk	is dbp:genre of	The_Blue_Method
Funk	Funk	is dbp:stylisticOrigins of	Jazz
Funk	Funk	is dbp:stylisticOrigins of	Jazz
Funk	Funk	is dbp:stylisticOrigins of	Jazz
Film_noir	Film noir	dct:subject	Film_noir
French_horn	French horn	is dbo:instrument of	David_Amram
French_horn	French horn	is dbo:instrument of	Pete_Levin
French_horn	French horn	is dbo:instrument of	Freddie_Hubbard
French_horn	French horn	is dbo:instrument of	Tom_Varner
French_horn	French horn	is dbo:instrument of	Quincy_Jones
French_horn	French horn	is dbo:instrument of	Willie_Ruff
French_horn	French horn	is dbp:instrument of	Freddie_Hubbard
French_horn	French horn	is dbp:instrument of	Tom_Varner
George_Benson	George Benson	dbo:associatedBand	Joe_Sample
George_Benson	George Benson	dbo:associatedBand	Wes_Montgomery
George_Benson	George Benson	dbo:associatedBand	Charlie_Christian
George_Benson	George Benson	dbo:associatedBand	Al_Jarreau
George_Benson	George Benson	dbo:associatedMusicalArtist	Joe_Sample
George_Benson	George Benson	dbo:associatedMusicalArtist	Wes_Montgomery
George_Benson	George Benson	dbo:associatedMusicalArtist	Charlie_Christian
George_Benson	George Benson	dbo:associatedMusicalArtist	Al_Jarreau
George_Benson	George Benson	dbo:genre	Funk
George_Benson	George Benson	dbo:genre	Jazz
George_Benson	George Benson	dbo:recordLabel	Warner_Bros._Records
George_Benson	George Benson	dbo:recordLabel	Prestige_Records
George_Benson	George Benson	dbo:recordLabel	Columbia_Records
George_Benson	George Benson	dbp:associatedActs	Joe_Sample
George_Benson	George Benson	dbp:associatedActs	Wes_Montgomery
George_Benson	George Benson	dbp:associatedActs	Charlie_Christian
George_Benson	George Benson	dbp:associatedActs	Al_Jarreau
George_Benson	George Benson	dbp:genre	Funk
George_Benson	George Benson	dbp:genre	Jazz
George_Benson	George Benson	dbp:label	Warner_Bros._Records
George_Benson	George Benson	dbp:label	Prestige_Records
George_Benson	George Benson	dbp:label	Columbia_Records
George_Benson	George Benson	is dbo:artist of	Beyond_the_Blue_Horizon
George_Benson	George Benson	is dbo:artist of	George_Benson
George_Benson	George Benson	is dbo:associatedBand of	Michael_Brecker
George_Benson	George Benson	is dbo:associatedMusicalArtist of	Michael_Brecker
George_Benson	George Benson	is dbp:artist of	Beyond_the_Blue_Horizon
George_Benson	George Benson	is dbp:artist of	George_Benson
George_Benson	George Benson	is dbp:associatedActs of	Michael_Brecker
Greenwich_Village	Greenwich Village	dct:subject	Counterculture_of_the_1960s
Greenwich_Village	Greenwich Village	dct:subject	Greenwich_Village
Grinnell_College	Grinnell College	dct:subject	Grinnell_College
Music_of_India	Music of India	is dbo:genre of	Asha_Puthli
Music_of_India	Music of India	is dbo:stylisticOrigin of	Modal_jazz
Music_of_India	Music of India	is dbp:genre of	Asha_Puthli
Music_of_India	Music of India	is dbp:stylisticOrigins of	Modal_jazz
Jazz	Jazz	dbo:derivative	Funk
Jazz	Jazz	dbo:instrument	Double_bass
Jazz	Jazz	dbo:instrument	Trumpet
Jazz	Jazz	dbo:musicFusionGenre	Jazz
Jazz	Jazz	dbo:musicFusionGenre	Jazz
Jazz	Jazz	dbo:musicFusionGenre	funk
Jazz	Jazz	dbo:musicFusionGenre	Jazz
Jazz	Jazz	dbo:musicFusionGenre	Nu_jazz
Jazz	Jazz	dbo:musicSubgenre	Avant-garde_jazz
Jazz	Jazz	dbo:musicSubgenre	Modal_jazz
Jazz	Jazz	dbo:musicSubgenre	Cool_jazz
Jazz	Jazz	dbo:musicSubgenre	Latin_jazz
Jazz	Jazz	dbo:musicSubgenre	Post-bop
Jazz	Jazz	dbo:musicSubgenre	Hard_bop
Jazz	Jazz	dbo:musicSubgenre	Neo-bop_jazz
Jazz	Jazz	dbo:musicSubgenre	Free_jazz
Jazz	Jazz	dbo:musicSubgenre	Bebop
Jazz	Jazz	dbo:musicSubgenre	Third_stream
Jazz	Jazz	dbo:stylisticOrigin	Blues
Jazz	Jazz	dbp:derivatives	Funk
Jazz	Jazz	dbp:instruments	Double_bass
Jazz	Jazz	dbp:instruments	Trumpet
Jazz	Jazz	dbp:stylisticOrigins	Blues
Jazz	Jazz	dct:subject	African-American_music
Jazz	Jazz	dct:subject	Jazz
Jazz	Jazz	is dbo:derivative of	Blues
Jazz	Jazz	is dbo:genre of	Andy_Richards
Jazz	Jazz	is dbo:genre of	Joey_Alexander
Jazz	Jazz	is dbo:genre of	Blues
Jazz	Jazz	is dbo:genre of	Don_Sleet
Jazz	Jazz	is dbo:genre of	Jazz
Jazz	Jazz	is dbo:genre of	Teddy_Reig
Jazz	Jazz	is dbo:genre of	The_Great_Jazz_Trio_at_the_Village_Vanguard
Jazz	Jazz	is dbo:genre of	The_Great_Jazz_Trio_at_the_Village_Vanguard
Jazz	Jazz	is dbo:genre of	Jazz
Jazz	Jazz	is dbo:genre of	Blues
Jazz	Jazz	is dbo:influencedBy of	Wadsworth_Jarrell
Jazz	Jazz	is dbo:influencedBy of	James_Lavadour
Jazz	Jazz	is dbo:instrument of	Third_stream
Jazz	Jazz	is dbo:knownFor of	Gerald_Early
Jazz	Jazz	is dbo:occupation of	Rain_Sultanov
Jazz	Jazz	is dbo:picture of	Jazz
Jazz	Jazz	is dbo:programmeFormat of	KSDS
Jazz	Jazz	is dbo:programmeFormat of	TSF_Jazz
Jazz	Jazz	is dbo:recordLabel of	Lennie_Tristano
Jazz	Jazz	is dbo:stylisticOrigin of	Avant-garde_jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Modal_jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Jazz
Jazz	Jazz	is dbo:stylisticOrigin of	funk
Jazz	Jazz	is dbo:stylisticOrigin of	Latin_jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Post-bop
Jazz	Jazz	is dbo:stylisticOrigin of	Hard_bop
Jazz	Jazz	is dbo:stylisticOrigin of	Free_jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Funk
Jazz	Jazz	is dbo:stylisticOrigin of	Rock_music
Jazz	Jazz	is dbo:stylisticOrigin of	Art_rock
Jazz	Jazz	is dbo:stylisticOrigin of	Third_stream
Jazz	Jazz	is dbo:stylisticOrigin of	Jazz
Jazz	Jazz	is dbo:stylisticOrigin of	Salsa_music
Jazz	Jazz	is dbp:derivatives of	Blues
Jazz	Jazz	is dbp:form of	My_Funny_Valentine
Jazz	Jazz	is dbp:form of	In_Walked_Bud
Jazz	Jazz	is dbp:format of	TSF_Jazz
Jazz	Jazz	is dbp:genre of	Joey_Alexander
Jazz	Jazz	is dbp:genre of	Blues
Jazz	Jazz	is dbp:genre of	Don_Sleet
Jazz	Jazz	is dbp:genre of	Jazz
Jazz	Jazz	is dbp:genre of	Teddy_Reig
Jazz	Jazz	is dbp:genre of	The_Great_Jazz_Trio_at_the_Village_Vanguard
Jazz	Jazz	is dbp:genre of	The_Great_Jazz_Trio_at_the_Village_Vanguard
Jazz	Jazz	is dbp:genre of	Jazz
Jazz	Jazz	is dbp:genre of	Blues
Jazz	Jazz	is dbp:influencedBy of	Wadsworth_Jarrell
Jazz	Jazz	is dbp:influencedBy of	James_Lavadour
Jazz	Jazz	is dbp:shortDescription of	Teo_Macero
Jazz	Jazz	is dbp:shortDescription of	Jack_Walrath
Jazz	Jazz	is dbp:stylisticOrigins of	Avant-garde_jazz
Jazz	Jazz	is dbp:stylisticOrigins of	Jazz
Jazz	Jazz	is dbp:stylisticOrigins of	Modal_jazz
Jazz	Jazz	is dbp:stylisticOrigins of	Jazz
Jazz	Jazz	is dbp:stylisticOrigins of	funk
Jazz	Jazz	is dbp:stylisticOrigins of	Afro-Cuban_jazz
Jazz	Jazz	is dbp:stylisticOrigins of	Post-bop
Jazz	Jazz	is dbp:stylisticOrigins of	Hard_bop
Jazz	Jazz	is dbp:stylisticOrigins of	Free_jazz
Jazz	Jazz	is dbp:stylisticOrigins of	Rock_music
Jazz	Jazz	is dbp:stylisticOrigins of	Art_rock
Jazz	Jazz	is dbp:stylisticOrigins of	Third_stream
Jazz	Jazz	is dbp:stylisticOrigins of	Jazz
Jazz	Jazz	is skos:subject of	Lester_Bangs
James_Brown	James Brown	dbo:genre	Funk
James_Brown	James Brown	dbp:genre	Funk
James_Brown	James Brown	dct:subject	James_Brown
James_Brown	James Brown	is dbo:associatedBand of	Bernard_Purdie
James_Brown	James Brown	is dbo:associatedMusicalArtist of	Bernard_Purdie
James_Brown	James Brown	is dbo:musicalArtist of	Cold_Sweat
James_Brown	James Brown	is dbo:musicalBand of	Cold_Sweat
James_Brown	James Brown	is dbo:producer of	Cold_Sweat
James_Brown	James Brown	is dbp:artist of	Cold_Sweat
James_Brown	James Brown	is dbp:associatedActs of	Bernard_Purdie
James_Brown	James Brown	is dbp:writer of	To_Pimp_a_Butterfly
John_Lee_Hooker	John Lee Hooker	dbo:genre	Blues
John_Lee_Hooker	John Lee Hooker	dbo:recordLabel	Impulse!_Records
John_Lee_Hooker	John Lee Hooker	dbp:genre	Blues
John_Lee_Hooker	John Lee Hooker	dbp:label	Impulse!_Records
John_Lee_Hooker	John Lee Hooker	is dbp:extra of	A_Century_of_Song
Jimi_Hendrix	Jimi Hendrix	dbo:associatedBand	Band_of_Gypsys
Jimi_Hendrix	Jimi Hendrix	dbo:associatedMusicalArtist	Band_of_Gypsys
Jimi_Hendrix	Jimi Hendrix	dbo:genre	Blues
Jimi_Hendrix	Jimi Hendrix	dbo:recordLabel	Legacy_Recordings
Jimi_Hendrix	Jimi Hendrix	dbo:recordLabel	Capitol_Records
Jimi_Hendrix	Jimi Hendrix	dbp:associatedActs	Band_of_Gypsys
Jimi_Hendrix	Jimi Hendrix	dbp:genre	Blues
Jimi_Hendrix	Jimi Hendrix	dbp:label	Legacy_Recordings
Jimi_Hendrix	Jimi Hendrix	dbp:label	Capitol_Records
Jimi_Hendrix	Jimi Hendrix	dct:subject	Counterculture_of_the_1960s
Jimi_Hendrix	Jimi Hendrix	dct:subject	Jimi_Hendrix
Jimi_Hendrix	Jimi Hendrix	is dbo:artist of	Band_of_Gypsys
Jimi_Hendrix	Jimi Hendrix	is dbo:artist of	Nine_to_the_Universe
Jimi_Hendrix	Jimi Hendrix	is dbo:associatedBand of	Mitch_Mitchell
Jimi_Hendrix	Jimi Hendrix	is dbo:associatedMusicalArtist of	Mitch_Mitchell
Jimi_Hendrix	Jimi Hendrix	is dbp:allWriting of	Nine_to_the_Universe
Jimi_Hendrix	Jimi Hendrix	is dbp:artist of	Band_of_Gypsys
Jimi_Hendrix	Jimi Hendrix	is dbp:artist of	The_Cry_of_Love_Tour
Jimi_Hendrix	Jimi Hendrix	is dbp:artist of	Nine_to_the_Universe
Jimi_Hendrix	Jimi Hendrix	is dbp:writer of	He_Was..._She_Was..._You_Was..._We_Was...
Joni_Mitchell	Joni Mitchell	dbo:associatedBand	Robben_Ford
Joni_Mitchell	Joni Mitchell	dbo:associatedBand	Charles_Mingus
Joni_Mitchell	Joni Mitchell	dbo:associatedBand	Herbie_Hancock
Joni_Mitchell	Joni Mitchell	dbo:associatedBand	Wayne_Shorter
Joni_Mitchell	Joni Mitchell	dbo:associatedBand	Jaco_Pastorius
Joni_Mitchell	Joni Mitchell	dbo:associatedMusicalArtist	Robben_Ford
Joni_Mitchell	Joni Mitchell	dbo:associatedMusicalArtist	Charles_Mingus
Joni_Mitchell	Joni Mitchell	dbo:associatedMusicalArtist	Herbie_Hancock
Joni_Mitchell	Joni Mitchell	dbo:associatedMusicalArtist	Wayne_Shorter
Joni_Mitchell	Joni Mitchell	dbo:associatedMusicalArtist	Jaco_Pastorius
Joni_Mitchell	Joni Mitchell	dbo:genre	Jazz
Joni_Mitchell	Joni Mitchell	dbo:genre	Rock_music
Joni_Mitchell	Joni Mitchell	dbp:associatedActs	Robben_Ford
Joni_Mitchell	Joni Mitchell	dbp:associatedActs	Charles_Mingus
Joni_Mitchell	Joni Mitchell	dbp:associatedActs	Herbie_Hancock
Joni_Mitchell	Joni Mitchell	dbp:associatedActs	Wayne_Shorter
Joni_Mitchell	Joni Mitchell	dbp:associatedActs	Jaco_Pastorius
Joni_Mitchell	Joni Mitchell	dbp:genre	Jazz
Joni_Mitchell	Joni Mitchell	dbp:genre	Rock_music
Joni_Mitchell	Joni Mitchell	dct:subject	Counterculture_of_the_1960s
Joni_Mitchell	Joni Mitchell	dct:subject	Joni_Mitchell
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Miles_Mosley
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Weather_Report
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Herbie_Hancock
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Wayne_Shorter
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Jaco_Pastorius
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Don_Alias
Joni_Mitchell	Joni Mitchell	is dbo:associatedBand of	Michael_Brecker
Joni_Mitchell	Joni Mitchell	is dbo:associatedMusicalArtist of	Miles_Mosley
Joni_Mitchell	Joni Mitchell	is dbo:associatedMusicalArtist of	Weather_Report
Joni_Mitchell	Joni Mitchell	is dbo:associatedMusicalArtist of	Herbie_Hancock
Joni_Mitchell	Joni Mitchell	is dbo:associatedMusicalArtist of	Wayne_Shorter
Joni_Mitchell	Joni Mitchell	is dbo:associatedMusicalArtist of	Jaco_Pastorius
