Page Id	Page URL	image URL
2111	Ornette_Coleman	//upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Ornette_Coleman.jpg/220px-Ornette_Coleman.jpg
1169	Harry_Belafonte	//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Harry_Belafonte_2011_Shankbone.JPG/220px-Harry_Belafonte_2011_Shankbone.JPG
2093	Olympia_(Paris)	//upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Olympia_facade.jpg/220px-Olympia_facade.jpg
1646	List_of_jazz_musicians	undefined
1838	Max_Roach	//upload.wikimedia.org/wikipedia/commons/thumb/0/09/Max_roach.jpg/220px-Max_roach.jpg
473	Bud_Powell	//upload.wikimedia.org/wikipedia/en/thumb/3/37/Earl_Rudolph_Powell.jpg/220px-Earl_Rudolph_Powell.jpg
539	Charlie_Christian	//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Charlie_Christian.jpg/125px-Charlie_Christian.jpg
2586	Steely_Dan	//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Becker_%26_Fagen_of_Steely_Dan_at_Pori_Jazz_2007.jpg/250px-Becker_%26_Fagen_of_Steely_Dan_at_Pori_Jazz_2007.jpg
64	1972_in_music	undefined
65	1973_in_music	undefined
49	1965_in_music	undefined
50	1966_in_music	undefined
56	1969_in_music	undefined
59	1970_in_music	undefined
52	1967_in_music	undefined
54	1968_in_music	undefined
1601	Linda_Ronstadt	//upload.wikimedia.org/wikipedia/commons/thumb/5/50/LindaRonstadtPerforming.jpg/220px-LindaRonstadtPerforming.jpg
48	1964_in_music	undefined
66	1974_in_music	undefined
69	1976_in_music	undefined
70	1977_in_music	undefined
72	1981_in_music	undefined
73	1983_in_music	undefined
75	1985_in_music	undefined
76	1986_in_music	undefined
82	1991_in_music	undefined
47	1963_in_music	undefined
45	1962_in_music	undefined
44	1961_in_music	undefined
39	1960_in_music	undefined
37	1959_in_music	undefined
33	1958_in_music	undefined
31	1957_in_music	undefined
29	1956_in_music	undefined
18	1945_in_music	undefined
25	1951_in_music	undefined
27	1955_in_music	undefined
88	2003_in_music	undefined
13	1926_in_music	undefined
612	Columbia_Records	//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Columbia_Records_logo.svg/150px-Columbia_Records_logo.svg.png
1578	Lenny_Kravitz	//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Lenny_Kravitz_by_Gage_Skidmore.jpg/220px-Lenny_Kravitz_by_Gage_Skidmore.jpg
2510	Sly_and_the_Family_Stone	//upload.wikimedia.org/wikipedia/en/thumb/9/96/Sly-family-stone-1969-promo.jpg/220px-Sly-family-stone-1969-promo.jpg
2511	Sly_Stone	//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Sly_and_the_Family_Stone_%28cropped%29.jpg/220px-Sly_and_the_Family_Stone_%28cropped%29.jpg
818	Earth,_Wind_%26_Fire	//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Earth%2C_Wind_%26_Fire_%282%29.jpg/300px-Earth%2C_Wind_%26_Fire_%282%29.jpg
1753	Louis_Jordan	//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Louis_Jordan%2C_New_York%2C_N.Y.%2C_ca._July_1946_%28William_P._Gottlieb_04721%29.jpg/220px-Louis_Jordan%2C_New_York%2C_N.Y.%2C_ca._July_1946_%28William_P._Gottlieb_04721%29.jpg
1024	Frank_Loesser	undefined
524	Celia_Cruz	//upload.wikimedia.org/wikipedia/commons/thumb/7/75/Celia_Cruz_1.jpg/220px-Celia_Cruz_1.jpg
1538	Kool_%26_the_Gang	//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Kool_%26_The_Gang.jpg/267px-Kool_%26_The_Gang.jpg
2431	Sarah_Vaughan	//upload.wikimedia.org/wikipedia/commons/thumb/9/92/Sarah_Vaughan_-_William_P._Gottlieb_-_No._1.jpg/220px-Sarah_Vaughan_-_William_P._Gottlieb_-_No._1.jpg
1197	Hermeto_Pascoal	//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Hermeto_Pascoal_2.jpg/300px-Hermeto_Pascoal_2.jpg
740	Dexter_Gordon	//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Dexter_Gordon1.jpg/220px-Dexter_Gordon1.jpg
3085	Trey_Anastasio	//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Trey-Anastasio_2009.jpg/220px-Trey-Anastasio_2009.jpg
3042	Timeline_of_musical_events	//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Year_music.svg/60px-Year_music.svg.png
9	13th_Annual_Grammy_Awards	undefined
2858	The_Cosby_Show	//upload.wikimedia.org/wikipedia/commons/3/38/Cosby_Show_-_Logo.png
1526	Kid_A	//upload.wikimedia.org/wikipedia/en/thumb/b/b5/Radiohead.kida.albumart.jpg/220px-Radiohead.kida.albumart.jpg
1989	Music_of_the_United_States	undefined
990	Fishbone	//upload.wikimedia.org/wikipedia/commons/thumb/8/85/Fishbone-28.jpg/250px-Fishbone-28.jpg
3789	Weather_Report	//upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Weather_Report_19810611_shinjuku_fn23.jpg/239px-Weather_Report_19810611_shinjuku_fn23.jpg
499	Cannonball_Adderley	//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Julian_and_Nat_Adderley_1966.JPG/220px-Julian_and_Nat_Adderley_1966.JPG
1132	Gramophone_record	undefined
170	Alan_Lomax	//upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Alan_Lomax.jpg/220px-Alan_Lomax.jpg
503	Capitol_Records	//upload.wikimedia.org/wikipedia/en/thumb/8/8f/CapitolRecords_Logo.png/230px-CapitolRecords_Logo.png
1327	James_Baldwin	//upload.wikimedia.org/wikipedia/commons/thumb/b/b8/James_Baldwin_37_Allan_Warren.jpg/220px-James_Baldwin_37_Allan_Warren.jpg
1101	Gilberto_Gil	//upload.wikimedia.org/wikipedia/commons/thumb/6/65/Gilberto_Gil_1719MC198.jpg/220px-Gilberto_Gil_1719MC198.jpg
1631	List_of_funk_musicians	undefined
479	Burt_Bacharach	//upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Burt_Bacharach_1972.JPG/250px-Burt_Bacharach_1972.JPG
2121	Ostinato	undefined
1947	Moldejazz	//upload.wikimedia.org/wikipedia/en/thumb/c/c0/Moldejazz_logo.png/220px-Moldejazz_logo.png
3745	Valentine%27s_Day	//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Antique_Valentine_1909_01.jpg/240px-Antique_Valentine_1909_01.jpg
461	Brian_Wilson_Presents_Smile	//upload.wikimedia.org/wikipedia/en/thumb/e/ef/SmileBW04.jpg/220px-SmileBW04.jpg
91	25th_Annual_Grammy_Awards	undefined
1593	Level_42	//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Level42_indigoO2_2009_02.jpg/220px-Level42_indigoO2_2009_02.jpg
1812	Mark-Anthony_Turnage	undefined
3798	What%27s_Going_On_(Marvin_Gaye_album)	//upload.wikimedia.org/wikipedia/en/thumb/8/84/MarvinGayeWhat%27sGoingOnalbumcover.jpg/220px-MarvinGayeWhat%27sGoingOnalbumcover.jpg
595	Coleman_Hawkins	//upload.wikimedia.org/wikipedia/commons/thumb/3/33/Coleman_Hawkins.jpg/220px-Coleman_Hawkins.jpg
1995	Mute_(music)	undefined
102	43rd_Annual_Grammy_Awards	//upload.wikimedia.org/wikipedia/en/c/cd/Grammyawards43.jpg
618	Congregation_(album)	//upload.wikimedia.org/wikipedia/en/thumb/e/ea/Afghan_Whigs_Congregation.jpg/220px-Afghan_Whigs_Congregation.jpg
252	At_Fillmore_East	//upload.wikimedia.org/wikipedia/en/thumb/2/2c/AllmanBrothersBandAtFillmoreEast.jpg/220px-AllmanBrothersBandAtFillmoreEast.jpg
2149	Paul%27s_Boutique	//upload.wikimedia.org/wikipedia/en/thumb/0/07/BeastieBoysPaul%27sBoutique.jpg/220px-BeastieBoysPaul%27sBoutique.jpg
1635	List_of_Grammy_Hall_of_Fame_Award_recipients_(Q%E2%80%93Z)	undefined
1634	List_of_Grammy_Hall_of_Fame_Award_recipients_(J%E2%80%93P)	undefined
1632	List_of_Grammy_Hall_of_Fame_Award_recipients_(A%E2%80%93D)	undefined
1633	List_of_Grammy_Hall_of_Fame_Award_recipients_(E%E2%80%93I)	undefined
101	41st_Annual_Grammy_Awards	//upload.wikimedia.org/wikipedia/en/9/91/Grammy41logo.jpg
1641	List_of_jazz_bassists	undefined
2507	Slapping_(music)	undefined
2070	North_Sea_Jazz_Festival	undefined
2298	Quincy_Jones	//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Quincy_Jones_May_2014.jpg/220px-Quincy_Jones_May_2014.jpg
2027	Neal_Schon	//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Neal_Schon_in_July_2013.jpg/220px-Neal_Schon_in_July_2013.jpg
3794	Wes_Montgomery	//upload.wikimedia.org/wikipedia/commons/thumb/a/af/Wes_Montgomery.png/200px-Wes_Montgomery.png
1319	Jackie_McLean	//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Jackie_McLean.jpg/220px-Jackie_McLean.jpg
3986	Woodlawn_Cemetery_(Bronx,_New_York)	//upload.wikimedia.org/wikipedia/commons/thumb/5/55/Woodlawn_north_gate_jeh.JPG/250px-Woodlawn_north_gate_jeh.JPG
1369	Jazz_rap	undefined
2064	No_More_Mr._Nice_Guy_(Gang_Starr_album)	//upload.wikimedia.org/wikipedia/en/f/f1/GangStarrNoMoreMr.NiceGuy.jpg
1164	Hard_bop	undefined
1358	Jazz_fusion	//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Miles_Davis_24.jpg/280px-Miles_Davis_24.jpg
1675	List_of_rock_albums	undefined
2537	Sonny_Fortune	//upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Sonny_Fortune_photo.jpg/240px-Sonny_Fortune_photo.jpg
1337	Jane_Siberry	//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Issa_2007.jpg/220px-Issa_2007.jpg
2372	Robben_Ford	//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Robben_Ford.jpg/220px-Robben_Ford.jpg
768	Don_Cherry_(trumpeter)	//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/DonCherry.jpg/250px-DonCherry.jpg
577	Cicely_Tyson	//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Cicely_Tyson_2012_Shankbone_2.JPG/220px-Cicely_Tyson_2012_Shankbone_2.JPG
2383	Robert_Quine	undefined
100	3rd_Annual_Grammy_Awards	undefined
1939	Mitch_Mitchell	//upload.wikimedia.org/wikipedia/commons/thumb/0/07/Mitch_Mitchell.png/220px-Mitch_Mitchell.png
1210	Horace_Silver	//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Horace_Silver_by_Dmitri_Savitski_1989.jpg/250px-Horace_Silver_by_Dmitri_Savitski_1989.jpg
1980	Music_of_Cuba	undefined
1066	Gene_Ammons	//upload.wikimedia.org/wikipedia/en/thumb/5/57/Gene_Ammons.jpg/220px-Gene_Ammons.jpg
229	Art_Blakey	//upload.wikimedia.org/wikipedia/commons/thumb/0/02/Art_Blakey.jpg/220px-Art_Blakey.jpg
2539	Sonny_Rollins	//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Sonny_Rollins_2011.jpg/220px-Sonny_Rollins_2011.jpg
2603	Steven_Van_Zandt	//upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Steve_Van_Zandt_-_Cannes.jpg/200px-Steve_Van_Zandt_-_Cannes.jpg
1372	Jazz_standard	undefined
497	Can_(band)	undefined
1078	George_Elliott_Clarke	//upload.wikimedia.org/wikipedia/commons/thumb/a/a7/A_passionate_George_Elliot_Clarke_recites_poetry_2015_07_09_%28cropped%29.jpg/220px-A_passionate_George_Elliot_Clarke_recites_poetry_2015_07_09_%28cropped%29.jpg
265	Avant-garde_jazz	undefined
98	36th_Annual_Grammy_Awards	undefined
99	39th_Annual_Grammy_Awards	undefined
368	Billy_Eckstine	//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Portrait_of_Billy_Eckstine%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28LOC%29.jpg/220px-Portrait_of_Billy_Eckstine%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28LOC%29.jpg
1828	Mary_Lou_Williams	//upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Mary_Lou_Williams_%28Gottlieb_09231%29.jpg/220px-Mary_Lou_Williams_%28Gottlieb_09231%29.jpg
1034	Freddie_Hubbard	//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Freddie_Hubbard_1976.jpg/220px-Freddie_Hubbard_1976.jpg
2185	Philly_Joe_Jones	//upload.wikimedia.org/wikipedia/en/thumb/d/d8/Philly_Joe_Jones.jpg/220px-Philly_Joe_Jones.jpg
2657	Tadd_Dameron	//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Portrait_of_Tadd_Dameron%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28Gottlieb%29.jpg/220px-Portrait_of_Tadd_Dameron%2C_New_York%2C_N.Y.%2C_between_1946_and_1948_%28Gottlieb%29.jpg
360	Bill_Laswell	//upload.wikimedia.org/wikipedia/commons/thumb/3/30/Bill-laswell.jpg/220px-Bill-laswell.jpg
1471	Jon_Hassell	//upload.wikimedia.org/wikipedia/commons/thumb/4/4e/JonHassell_Stockholm20090715.jpg/260px-JonHassell_Stockholm20090715.jpg
1858	Miami_Vice	//upload.wikimedia.org/wikipedia/en/thumb/2/25/Miami_Vice_Season_2_Logo_sm.jpg/250px-Miami_Vice_Season_2_Logo_sm.jpg
1929	Milt_Jackson	//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Milt_Jackson_1970s.jpg/220px-Milt_Jackson_1970s.jpg
324	Benny_Carter	//upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Benny_Carter.jpg/220px-Benny_Carter.jpg
586	Clark_Terry	//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Clark_Terry_in_1981.jpg/250px-Clark_Terry_in_1981.jpg
1334	Jamie_Cullum	//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Jamie_Cullum_2011.jpg/220px-Jamie_Cullum_2011.jpg
1476	Jonny_Greenwood	//upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Radiohead_2008_Barcelona%2C_Catalonia_Daydream_Festival.jpg/250px-Radiohead_2008_Barcelona%2C_Catalonia_Daydream_Festival.jpg
2119	Oscar_Pettiford	//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Oscar_Pettiford_%28Gottlieb_07051%29.jpg/220px-Oscar_Pettiford_%28Gottlieb_07051%29.jpg
