Page Id	URL	Name	From Attr	Value
page-998	Fleur_Maxwell	Fleur Maxwell	dct:subject	dbc:People_from_Dudelange
page-707	David_Was	David Was	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-2152	Paul_Jackson_(bassist)	Paul Jackson (bassist)	dct:subject	dbc:Musicians_from_Oakland,_California
page-319	Ben_Sidran	Ben Sidran	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-319	Ben_Sidran	Ben Sidran	dct:subject	dbc:People_from_Madison,_Wisconsin
page-319	Ben_Sidran	Ben Sidran	dct:subject	dbc:People_from_Racine,_Wisconsin
page-319	Ben_Sidran	Ben Sidran	dct:subject	dbc:Musicians_from_Wisconsin
page-1581	Leo_Sidran	Leo Sidran	dct:subject	dbc:People_from_Madison,_Wisconsin
page-698	David_Hume_Kennerly	David Hume Kennerly	dct:subject	dbc:Photographers_from_Oregon
page-698	David_Hume_Kennerly	David Hume Kennerly	dct:subject	dbc:People_from_Roseburg,_Oregon
page-1416	Joaqu%C3%ADn_Rodrigo	Joaquín Rodrigo	dct:subject	dbc:People_from_Sagunto
page-295	Barry_Harris	Barry Harris	dct:subject	dbc:People_from_Weehawken,_New_Jersey
page-295	Barry_Harris	Barry Harris	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-1810	Mario_Bauz%C3%A1	Mario Bauzá	dct:subject	dbc:People_from_Havana
page-1810	Mario_Bauz%C3%A1	Mario Bauzá	dct:subject	dbc:People_from_New_York_City
page-1665	List_of_people_from_St._Louis	List of people from St. Louis	dct:subject	dbc:Lists_of_people_from_Missouri
page-1665	List_of_people_from_St._Louis	List of people from St. Louis	dct:subject	dbc:People_from_St._Louis,_Missouri
page-342	Biff_Henderson	Biff Henderson	dct:subject	dbc:People_from_Durham,_North_Carolina
page-620	Conrad_Herwig	Conrad Herwig	dct:subject	dbc:Musicians_from_New_York_City
page-620	Conrad_Herwig	Conrad Herwig	dct:subject	dbc:People_from_Lawton,_Oklahoma
page-2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_Illinois
page-2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:People_from_St._Clair_County,_Illinois
page-2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_California
page-2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_Missouri
page-1432	Joey_DeFrancesco	Joey DeFrancesco	dct:subject	dbc:Musicians_from_Arizona
page-1432	Joey_DeFrancesco	Joey DeFrancesco	dct:subject	dbc:Musicians_from_Pennsylvania
page-1432	Joey_DeFrancesco	Joey DeFrancesco	dct:subject	dbc:People_from_Delaware_County,_Pennsylvania
page-1432	Joey_DeFrancesco	Joey DeFrancesco	dct:subject	dbc:People_from_Scottsdale,_Arizona
page-682	Darryl_Jones	Darryl Jones	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-784	Doudou_N%27Diaye_Rose	Doudou N'Diaye Rose	dct:subject	dbc:People_from_Dakar
page-789	Doyle_Bramhall_II	Doyle Bramhall II	dct:subject	dbc:Musicians_from_Dallas,_Texas
page-1333	James_Purdy	James Purdy	dct:subject	dbc:People_from_Findlay,_Ohio
page-1333	James_Purdy	James Purdy	dct:subject	dbc:People_from_Defiance_County,_Ohio
page-1333	James_Purdy	James Purdy	dct:subject	dbc:People_from_Lewisburg,_West_Virginia
page-1333	James_Purdy	James Purdy	dct:subject	dbc:American_military_personnel_from_West_Virginia
page-1333	James_Purdy	James Purdy	dct:subject	dbc:American_military_personnel_from_Wisconsin
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Educators_from_New_York
page-1333	James_Purdy	James Purdy	dct:subject	dbc:LGBT_writers_from_the_United_States
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Writers_from_Brooklyn
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Writers_from_Chicago,_Illinois
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Writers_from_Ohio
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Writers_from_Wisconsin
page-1333	James_Purdy	James Purdy	dct:subject	dbc:Military_personnel_from_New_York_City
page-1543	Kyle_Eastwood	Kyle Eastwood	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-814	Dwele	Dwele	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-1559	Larry_Young_(musician)	Larry Young (musician)	dct:subject	dbc:People_from_Newark,_New_Jersey
page-1850	Merl_Saunders	Merl Saunders	dct:subject	dbc:People_from_San_Mateo_County,_California
page-1426	Joe_Messina	Joe Messina	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-159	Airto_Moreira	Airto Moreira	dct:subject	dbc:People_from_Santa_Catarina_(state)
page-3756	Victor_Feldman	Victor Feldman	dct:subject	dbc:People_from_Woodland_Hills,_Los_Angeles
page-3756	Victor_Feldman	Victor Feldman	dct:subject	dbc:People_from_Edgware
page-535	Charles_Thompson_(jazz)	Charles Thompson (jazz)	dct:subject	dbc:Musicians_from_Ohio
page-535	Charles_Thompson_(jazz)	Charles Thompson (jazz)	dct:subject	dbc:People_from_Springfield,_Ohio
page-1243	Idrees_Sulieman	Idrees Sulieman	dct:subject	dbc:Musicians_from_St._Petersburg,_Florida
page-3056	Tommy_Flanagan	Tommy Flanagan	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-1386	Jeff_Beal	Jeff Beal	dct:subject	dbc:People_from_Hayward,_California
page-2319	Ray_Bryant	Ray Bryant	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-193	Alphonse_Mouzon	Alphonse Mouzon	dct:subject	dbc:People_from_Charleston,_South_Carolina
page-2485	Shirley_Horn	Shirley Horn	dct:subject	dbc:Musicians_from_Washington,_D.C.
page-322	Bennie_Green	Bennie Green	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-2955	The_Plot_to_Blow_Up_the_Eiffel_Tower	The Plot to Blow Up the Eiffel Tower	dct:subject	dbc:Musical_groups_from_San_Diego,_California
page-2389	Roddy_Lorimer	Roddy Lorimer	dct:subject	dbc:Musicians_from_Glasgow
page-1008	Foley_(musician)	Foley (musician)	dct:subject	dbc:Musicians_from_Columbus,_Ohio
page-2598	Steve_Reid	Steve Reid	dct:subject	dbc:People_from_Queens,_New_York
page-1917	Miles_Dewey_Davis,_Jr.	Miles Dewey Davis, Jr.	dct:subject	dbc:People_from_Jefferson_County,_Arkansas
page-1917	Miles_Dewey_Davis,_Jr.	Miles Dewey Davis, Jr.	dct:subject	dbc:People_from_St._Clair_County,_Illinois
page-421	Bob_Mintzer	Bob Mintzer	dct:subject	dbc:Musicians_from_New_Rochelle,_New_York
page-876	Eric_Nisenson	Eric Nisenson	dct:subject	dbc:People_from_Rye,_New_York
page-876	Eric_Nisenson	Eric Nisenson	dct:subject	dbc:Writers_from_New_York
page-1062	Gary_Thomas_(musician)	Gary Thomas (musician)	dct:subject	dbc:Musicians_from_Baltimore,_Maryland
page-1419	Joe_Bonamassa	Joe Bonamassa	dct:subject	dbc:People_from_New_Hartford,_New_York
page-1419	Joe_Bonamassa	Joe Bonamassa	dct:subject	dbc:Musicians_from_New_York
page-1419	Joe_Bonamassa	Joe Bonamassa	dct:subject	dbc:People_from_Utica,_New_York
page-2312	Randy_Brecker	Randy Brecker	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-2312	Randy_Brecker	Randy Brecker	dct:subject	dbc:People_from_Cheltenham,_Pennsylvania
page-2980	The_Surrey_with_the_Fringe_on_Top	The Surrey with the Fringe on Top	dct:subject	dbc:Songs_from_Oklahoma!
page-505	Carl_Hancock_Rux	Carl Hancock Rux	dct:subject	dbc:Writers_from_New_York_City
page-1472	Jon_Stevens	Jon Stevens	dct:subject	dbc:People_from_Upper_Hutt
page-1407	Jimmy_Forrest	Jimmy Forrest	dct:subject	dbc:Musicians_from_St._Louis,_Missouri
page-3058	Tommy_LiPuma	Tommy LiPuma	dct:subject	dbc:People_from_Cleveland,_Ohio
page-1072	George_Avakian	George Avakian	dct:subject	dbc:People_from_Armavir,_Russia
page-224	Anton_Fig	Anton Fig	dct:subject	dbc:People_from_New_York_City
page-224	Anton_Fig	Anton Fig	dct:subject	dbc:People_from_Cape_Town
page-3977	William_Vacchiano	William Vacchiano	dct:subject	dbc:Musicians_from_Portland,_Maine
page-2426	Sam_Gilliam	Sam Gilliam	dct:subject	dbc:Artists_from_Mississippi
page-2426	Sam_Gilliam	Sam Gilliam	dct:subject	dbc:Artists_from_Louisville,_Kentucky
page-2426	Sam_Gilliam	Sam Gilliam	dct:subject	dbc:Painters_from_Kentucky
page-1332	James_Mtume	James Mtume	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-1332	James_Mtume	James Mtume	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
page-1029	Frank_Strozier	Frank Strozier	dct:subject	dbc:People_from_Memphis,_Tennessee
page-2419	Russell_Mills_(artist)	Russell Mills (artist)	dct:subject	dbc:People_from_Ripon
page-425	Bob_Weinstock	Bob Weinstock	dct:subject	dbc:People_from_Deerfield_Beach,_Florida
page-425	Bob_Weinstock	Bob Weinstock	dct:subject	dbc:People_from_Manhattan
page-425	Bob_Weinstock	Bob Weinstock	dct:subject	dbc:People_from_Englewood,_New_Jersey
page-696	David_Hazeltine	David Hazeltine	dct:subject	dbc:People_from_Milwaukee,_Wisconsin
page-1427	Joe_Sample	Joe Sample	dct:subject	dbc:Musicians_from_Houston,_Texas
page-1427	Joe_Sample	Joe Sample	dct:subject	dbc:Musicians_from_Texas
page-1427	Joe_Sample	Joe Sample	dct:subject	dbc:People_from_Houston,_Texas
page-1427	Joe_Sample	Joe Sample	dct:subject	dbc:People_from_Texas
page-1399	Jessica_Williams_(musician)	Jessica Williams (musician)	dct:subject	dbc:Musicians_from_Baltimore,_Maryland
page-1399	Jessica_Williams_(musician)	Jessica Williams (musician)	dct:subject	dbc:Musicians_from_the_San_Francisco_Bay_Area
page-316	Ben_Allison	Ben Allison	dct:subject	dbc:Musicians_from_New_Haven,_Connecticut
page-450	Brad_Mehldau	Brad Mehldau	dct:subject	dbc:Musicians_from_Jacksonville,_Florida
page-450	Brad_Mehldau	Brad Mehldau	dct:subject	dbc:People_from_West_Hartford,_Connecticut
page-2181	Phil_Schaap	Phil Schaap	dct:subject	dbc:Radio_personalities_from_New_York_City
page-2473	Shack_(band)	Shack (band)	dct:subject	dbc:Musical_groups_from_Liverpool
page-1849	Melody_Gardot	Melody Gardot	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-1849	Melody_Gardot	Melody Gardot	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
page-1849	Melody_Gardot	Melody Gardot	dct:subject	dbc:Singers_from_Pennsylvania
page-3985	Wojciech_Karolak	Wojciech Karolak	dct:subject	dbc:Musicians_from_Warsaw
page-1291	Irwin_Silber	Irwin Silber	dct:subject	dbc:Writers_from_Oakland,_California
page-1291	Irwin_Silber	Irwin Silber	dct:subject	dbc:Activists_from_the_San_Francisco_Bay_Area
page-4016	Zoobombs	Zoobombs	dct:subject	dbc:Musical_groups_from_Tokyo
page-1941	Mocean_Worker	Mocean Worker	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-1860	Michael_Azerrad	Michael Azerrad	dct:subject	dbc:Writers_from_New_York_City
page-2364	Rico_Love	Rico Love	dct:subject	dbc:Songwriters_from_Wisconsin
page-2364	Rico_Love	Rico Love	dct:subject	dbc:People_from_Harlem
page-2364	Rico_Love	Rico Love	dct:subject	dbc:People_from_Milwaukee,_Wisconsin
page-2364	Rico_Love	Rico Love	dct:subject	dbc:R&B_musicians_from_New_Orleans
page-3053	Tom_Varner	Tom Varner	dct:subject	dbc:Musicians_from_Washington_(state)
page-3053	Tom_Varner	Tom Varner	dct:subject	dbc:People_from_Seattle,_Washington
page-3053	Tom_Varner	Tom Varner	dct:subject	dbc:People_from_Morristown,_New_Jersey
page-2449	Scott_Mathews	Scott Mathews	dct:subject	dbc:People_from_Sacramento,_California
page-2449	Scott_Mathews	Scott Mathews	dct:subject	dbc:Songwriters_from_California
page-1833	Matt_Uelmen	Matt Uelmen	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-369	Billy_Hart	Billy Hart	dct:subject	dbc:Musicians_from_Washington,_D.C.
page-704	David_S%C3%A1nchez_(musician)	David Sánchez (musician)	dct:subject	dbc:People_from_Guaynabo,_Puerto_Rico
page-1514	Ken_Colyer	Ken Colyer	dct:subject	dbc:Musicians_from_London
page-1514	Ken_Colyer	Ken Colyer	dct:subject	dbc:People_deported_from_the_United_States
page-1514	Ken_Colyer	Ken Colyer	dct:subject	dbc:People_from_Soho
page-1469	Jon_Ballantyne	Jon Ballantyne	dct:subject	dbc:Musicians_from_Saskatchewan
page-1488	Julius_Watkins	Julius Watkins	dct:subject	dbc:Musicians_from_Detroit,_Michigan
page-1465	Johnny_Echols	Johnny Echols	dct:subject	dbc:People_from_Memphis,_Tennessee
page-1245	If_I_Were_a_Bell	If I Were a Bell	dct:subject	dbc:Songs_from_Guys_and_Dolls
page-419	Bob_Cato	Bob Cato	dct:subject	dbc:Artists_from_Chicago,_Illinois
page-419	Bob_Cato	Bob Cato	dct:subject	dbc:Artists_from_New_Orleans,_Louisiana
page-419	Bob_Cato	Bob Cato	dct:subject	dbc:Artists_from_Philadelphia,_Pennsylvania
page-3978	Willie_Bobo	Willie Bobo	dct:subject	dbc:Artists_from_New_York
page-1474	Jonathan_Noyce	Jonathan Noyce	dct:subject	dbc:People_from_Sutton_Coldfield
page-770	Don_Elliott	Don Elliott	dct:subject	dbc:Musicians_from_New_Jersey
page-770	Don_Elliott	Don Elliott	dct:subject	dbc:People_from_Somerville,_New_Jersey
page-1524	Keziah_Jones	Keziah Jones	dct:subject	dbc:Musicians_from_Lagos
page-2196	Pink_Floyd	Pink Floyd	dct:subject	dbc:Musical_groups_from_London
page-2943	The_Open_(band)	The Open (band)	dct:subject	dbc:Musical_groups_from_Liverpool
page-328	Bernard_Purdie	Bernard Purdie	dct:subject	dbc:People_from_Teaneck,_New_Jersey
page-328	Bernard_Purdie	Bernard Purdie	dct:subject	dbc:People_from_Springfield_Township,_Union_County,_New_Jersey
page-328	Bernard_Purdie	Bernard Purdie	dct:subject	dbc:People_from_Edison,_New_Jersey
page-328	Bernard_Purdie	Bernard Purdie	dct:subject	dbc:People_from_Elkton,_Maryland
page-1879	Mike_Ratledge	Mike Ratledge	dct:subject	dbc:Musicians_from_Kent
page-1879	Mike_Ratledge	Mike Ratledge	dct:subject	dbc:People_from_Maidstone
page-2752	Tandyn_Almer	Tandyn Almer	dct:subject	dbc:People_from_Minneapolis,_Minnesota
page-2752	Tandyn_Almer	Tandyn Almer	dct:subject	dbc:Songwriters_from_Minnesota
page-558	Chico_Freeman	Chico Freeman	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-474	Buddy_Collette	Buddy Collette	dct:subject	dbc:Jazz_musicians_from_California
page-474	Buddy_Collette	Buddy Collette	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-1866	Michael_Henderson	Michael Henderson	dct:subject	dbc:People_from_Mississippi
page-2528	Someday_My_Prince_Will_Come	Someday My Prince Will Come	dct:subject	dbc:Songs_from_Snow_White_and_the_Seven_Dwarfs
page-699	David_Immergl%C3%BCck	David Immerglück	dct:subject	dbc:Musicians_from_the_San_Francisco_Bay_Area
page-699	David_Immergl%C3%BCck	David Immerglück	dct:subject	dbc:People_from_Alameda,_California
page-566	Chris_Duarte	Chris Duarte	dct:subject	dbc:People_from_San_Antonio,_Texas
page-566	Chris_Duarte	Chris Duarte	dct:subject	dbc:Songwriters_from_Texas
page-843	Eiko_Ishioka	Eiko Ishioka	dct:subject	dbc:People_from_Tokyo
page-3122	Unravelled_Broken_Orchestra	Unravelled Broken Orchestra	dct:subject	dbc:Musical_groups_from_Winnipeg
page-2391	Rolf_de_Heer	Rolf de Heer	dct:subject	dbc:People_from_Heemskerk
page-2418	Russell_Gunn	Russell Gunn	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-2418	Russell_Gunn	Russell Gunn	dct:subject	dbc:People_from_East_St._Louis,_Illinois
page-1398	Jesse_R._Pitts	Jesse R. Pitts	dct:subject	dbc:People_from_Columbiana_County,_Ohio
page-1330	James_Isaacs	James Isaacs	dct:subject	dbc:Radio_personalities_from_Boston,_Massachusetts
page-2169	Pete_Cosey	Pete Cosey	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-1512	Kelly_Joe_Phelps	Kelly Joe Phelps	dct:subject	dbc:People_from_Pierce_County,_Washington
page-1512	Kelly_Joe_Phelps	Kelly Joe Phelps	dct:subject	dbc:Musicians_from_Washington_(state)
page-564	Chris_Burnett	Chris Burnett	dct:subject	dbc:Musicians_from_Kansas
page-564	Chris_Burnett	Chris Burnett	dct:subject	dbc:People_from_Olathe,_Kansas
page-481	But_Not_for_Me_(song)	But Not for Me (song)	dct:subject	dbc:Songs_from_Girl_Crazy
page-1744	Lonnie_Liston_Smith	Lonnie Liston Smith	dct:subject	dbc:Musicians_from_Virginia
page-1744	Lonnie_Liston_Smith	Lonnie Liston Smith	dct:subject	dbc:People_from_Richmond,_Virginia
page-2546	Sonya_Robinson	Sonya Robinson	dct:subject	dbc:Songwriters_from_Wisconsin
page-588	Claude_Nobs	Claude Nobs	dct:subject	dbc:LGBT_people_from_Switzerland
page-588	Claude_Nobs	Claude Nobs	dct:subject	dbc:People_from_Montreux
page-221	Annie_Whitehead	Annie Whitehead	dct:subject	dbc:LGBT_musicians_from_England
page-221	Annie_Whitehead	Annie Whitehead	dct:subject	dbc:People_from_Oldham
page-2356	Richard_Williams_(journalist)	Richard Williams (journalist)	dct:subject	dbc:People_from_Sheffield
page-1505	Kei_Akagi	Kei Akagi	dct:subject	dbc:Musicians_from_Aomori_Prefecture
page-1837	Max_Gordon_(Village_Vanguard_founder)	Max Gordon (Village Vanguard founder)	dct:subject	dbc:People_from_Myadzyel_Raion
page-1837	Max_Gordon_(Village_Vanguard_founder)	Max Gordon (Village Vanguard founder)	dct:subject	dbc:People_from_Vilna_Governorate
page-2414	Rudresh_Mahanthappa	Rudresh Mahanthappa	dct:subject	dbc:People_from_Trieste
page-1323	Jacques-Louis_Monod	Jacques-Louis Monod	dct:subject	dbc:People_from_Asnières-sur-Seine
page-2482	Shifty_Henry	Shifty Henry	dct:subject	dbc:People_from_Jackson_County,_Texas
page-2482	Shifty_Henry	Shifty Henry	dct:subject	dbc:Musicians_from_Texas
page-2482	Shifty_Henry	Shifty Henry	dct:subject	dbc:Songwriters_from_Texas
page-2593	Steve_Grossman_(saxophonist)	Steve Grossman (saxophonist)	dct:subject	dbc:People_from_New_York_City
page-670	Damp_(Norwegian_band)	Damp (Norwegian band)	dct:subject	dbc:Musical_groups_from_Oslo
page-1036	Freddie_Webster	Freddie Webster	dct:subject	dbc:People_from_Cleveland,_Ohio
page-2399	Ron_Holloway	Ron Holloway	dct:subject	dbc:Musicians_from_Washington,_D.C.
page-2399	Ron_Holloway	Ron Holloway	dct:subject	dbc:Musicians_from_Maryland
page-827	Ebersson/Zanussi/Lofthus	Ebersson/Zanussi/Lofthus	dct:subject	dbc:Musical_groups_from_Norway_with_local_place_of_origin_missing
page-292	Barney_Wilen	Barney Wilen	dct:subject	dbc:People_from_Nice
page-1418	Joe_Beck	Joe Beck	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-2653	T._J._Jagodowski	T. J. Jagodowski	dct:subject	dbc:People_from_Holyoke,_Massachusetts
page-2653	T._J._Jagodowski	T. J. Jagodowski	dct:subject	dbc:Male_actors_from_Massachusetts
page-2376	Robert_Glasper	Robert Glasper	dct:subject	dbc:Musicians_from_Houston,_Texas
page-2376	Robert_Glasper	Robert Glasper	dct:subject	dbc:Songwriters_from_Texas
page-879	Ernie_Royal	Ernie Royal	dct:subject	dbc:People_from_Teaneck,_New_Jersey
page-1417	Joe_Albany	Joe Albany	dct:subject	dbc:Musicians_from_New_Jersey
page-1417	Joe_Albany	Joe Albany	dct:subject	dbc:People_from_Atlantic_City,_New_Jersey
page-567	Chris_Kelsey	Chris Kelsey	dct:subject	dbc:Musicians_from_Bangor,_Maine
page-2095	Omar_Hakim	Omar Hakim	dct:subject	dbc:Musicians_from_New_York_City
page-1204	Hilly_Kristal	Hilly Kristal	dct:subject	dbc:People_from_Hightstown,_New_Jersey
page-1204	Hilly_Kristal	Hilly Kristal	dct:subject	dbc:People_from_Manhattan
page-428	Bobby_Broom	Bobby Broom	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-1301	Itamar_Assump%C3%A7%C3%A3o	Itamar Assumpção	dct:subject	dbc:People_from_São_Paulo_(state)
page-464	Britt_Woodman	Britt Woodman	dct:subject	dbc:Musicians_from_Hawthorne,_California
page-464	Britt_Woodman	Britt Woodman	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-3974	William_Coupon	William Coupon	dct:subject	dbc:People_from_New_York_City
page-2476	Shanghai_Restoration_Project	Shanghai Restoration Project	dct:subject	dbc:Electronic_music_groups_from_New_York
page-2476	Shanghai_Restoration_Project	Shanghai Restoration Project	dct:subject	dbc:Musical_groups_from_New_York_City
page-1114	Grace_Potter	Grace Potter	dct:subject	dbc:Musical_groups_from_Vermont
page-169	Alan_Goldsher	Alan Goldsher	dct:subject	dbc:Musicians_from_Illinois
page-169	Alan_Goldsher	Alan Goldsher	dct:subject	dbc:Writers_from_Illinois
page-7	%C5%A0arlo_Akrobata	Šarlo Akrobata	dct:subject	dbc:Musical_groups_from_Belgrade
page-1509	Kekal	Kekal	dct:subject	dbc:Musical_groups_from_Jakarta
page-2373	Robert_Brownjohn	Robert Brownjohn	dct:subject	dbc:People_from_Newark,_New_Jersey
page-646	Crazy_Rhythm	Crazy Rhythm	dct:subject	dbc:Songs_from_musicals
page-690	David_Binney	David Binney	dct:subject	dbc:Musicians_from_Miami,_Florida
page-690	David_Binney	David Binney	dct:subject	dbc:Musicians_from_New_York_City
page-1466	Johnny_Lytle	Johnny Lytle	dct:subject	dbc:Musicians_from_Ohio
page-1466	Johnny_Lytle	Johnny Lytle	dct:subject	dbc:People_from_Springfield,_Ohio
page-480	Buster_Williams	Buster Williams	dct:subject	dbc:People_from_Camden,_New_Jersey
page-734	Desmond_Tutu	Desmond Tutu	dct:subject	dbc:LGBT_rights_activists_from_South_Africa
page-734	Desmond_Tutu	Desmond Tutu	dct:subject	dbc:People_from_Klerksdorp
page-2654	T._M._Stevens	T. M. Stevens	dct:subject	dbc:Musicians_from_New_York
page-3029	Tim_Drummond	Tim Drummond	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-3029	Tim_Drummond	Tim Drummond	dct:subject	dbc:People_from_Canton,_Illinois
page-1085	Gerald_Early	Gerald Early	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
page-1846	Melba_Liston	Melba Liston	dct:subject	dbc:People_from_Kansas_City,_Missouri
page-1195	Herman_Leonard	Herman Leonard	dct:subject	dbc:People_from_Allentown,_Pennsylvania
page-2347	Ren%C3%A9_Urtreger	René Urtreger	dct:subject	dbc:Musicians_from_Paris
page-1052	Funsho_Ogundipe	Funsho Ogundipe	dct:subject	dbc:Musicians_from_Lagos
page-2371	Rob_Hyman	Rob Hyman	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
page-1434	John_Beasley_(musician)	John Beasley (musician)	dct:subject	dbc:Musicians_from_Shreveport,_Louisiana
page-844	Either/Orchestra	Either/Orchestra	dct:subject	dbc:Musical_groups_from_Massachusetts
page-701	David_Redfern	David Redfern	dct:subject	dbc:People_from_Ashbourne,_Derbyshire
page-2346	Ren%C3%A9_Thomas_(guitarist)	René Thomas (guitarist)	dct:subject	dbc:People_from_Liège
page-429	Bobby_Jaspar	Bobby Jaspar	dct:subject	dbc:People_from_Liège
page-2601	Steve_Williams_(jazz_drummer)	Steve Williams (jazz drummer)	dct:subject	dbc:Musicians_from_Washington,_D.C.
page-1930	Mino_Cinelu	Mino Cinelu	dct:subject	dbc:People_from_Saint-Cloud
page-2453	Sean_Jones_(trumpeter)	Sean Jones (trumpeter)	dct:subject	dbc:People_from_Warren,_Ohio
page-231	Art_D%27Lugoff	Art D'Lugoff	dct:subject	dbc:People_from_New_York_City
page-2378	Robert_Irving_III	Robert Irving III	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-1152	Gustavo_Bergalli	Gustavo Bergalli	dct:subject	dbc:Musicians_from_Buenos_Aires
page-1140	Green_Gartside	Green Gartside	dct:subject	dbc:People_from_Cwmbran
page-1140	Green_Gartside	Green Gartside	dct:subject	dbc:People_from_Cardiff
page-2123	Oucho_Sparks	Oucho Sparks	dct:subject	dbc:Alternative_rock_groups_from_Chicago,_Illinois
page-561	Chris_Badami	Chris Badami	dct:subject	dbc:Musicians_from_New_Jersey
page-330	Bernie_Glow	Bernie Glow	dct:subject	dbc:Musicians_from_New_York_City
page-1495	Justin_Clay_Perry	Justin Clay Perry	dct:subject	dbc:People_from_Florida
page-1420	Joe_Chambers	Joe Chambers	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-738	DeWayne_McKnight	DeWayne McKnight	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-1829	Masabumi_Kikuchi	Masabumi Kikuchi	dct:subject	dbc:Musicians_from_Tokyo
page-1405	Jimmy_Cleveland	Jimmy Cleveland	dct:subject	dbc:Musicians_from_Tennessee
page-1405	Jimmy_Cleveland	Jimmy Cleveland	dct:subject	dbc:People_from_Bedford_County,_Tennessee
page-1397	Jesper_Thilo	Jesper Thilo	dct:subject	dbc:Musicians_from_Copenhagen
page-801	Drop_Trio	Drop Trio	dct:subject	dbc:Musical_groups_from_Houston,_Texas
page-2337	Reinhold_Heil	Reinhold Heil	dct:subject	dbc:People_from_Schlüchtern
page-331	Beryl_Booker	Beryl Booker	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
page-1445	John_D%27earth	John D'earth	dct:subject	dbc:Musicians_from_Virginia
page-1445	John_D%27earth	John D'earth	dct:subject	dbc:People_from_Holliston,_Massachusetts
page-1445	John_D%27earth	John D'earth	dct:subject	dbc:People_from_Charlottesville,_Virginia
page-1883	Mike_Zwerin	Mike Zwerin	dct:subject	dbc:Musicians_from_New_York_City
page-1883	Mike_Zwerin	Mike Zwerin	dct:subject	dbc:People_from_Queens,_New_York
page-1181	Henry_Johnson_(guitarist)	Henry Johnson (guitarist)	dct:subject	dbc:Musicians_from_Chicago,_Illinois
page-1220	Howard_Rumsey	Howard Rumsey	dct:subject	dbc:People_from_Imperial_County,_California
page-1220	Howard_Rumsey	Howard Rumsey	dct:subject	dbc:Jazz_musicians_from_California
page-1220	Howard_Rumsey	Howard Rumsey	dct:subject	dbc:Musicians_from_Los_Angeles,_California
page-2157	Paulinho_da_Costa	Paulinho da Costa	dct:subject	dbc:Musicians_from_Rio_de_Janeiro_(city)
page-2157	Paulinho_da_Costa	Paulinho da Costa	dct:subject	dbc:Musicians_from_California
page-347	Bill_Barber_(musician)	Bill Barber (musician)	dct:subject	dbc:People_from_Copiague,_New_York
page-347	Bill_Barber_(musician)	Bill Barber (musician)	dct:subject	dbc:People_from_Hornell,_New_York
page-681	Darn_That_Dream	Darn That Dream	dct:subject	dbc:Songs_from_musicals
page-1166	Harold_Ivory_Williams	Harold Ivory Williams	dct:subject	dbc:Musicians_from_Baltimore,_Maryland
page-1567	Lawson_Fusao_Inada	Lawson Fusao Inada	dct:subject	dbc:Writers_from_Fresno,_California
page-1567	Lawson_Fusao_Inada	Lawson Fusao Inada	dct:subject	dbc:Writers_from_Ashland,_Oregon
page-427	Bobby_and_the_Midnites	Bobby and the Midnites	dct:subject	dbc:Rock_music_groups_from_California
