Page Id	URL	Name	EntityType	PageViews	subject	miles_work
1081	George_Russell_(composer)	George Russell (composer)	musical artist	14601	musicians	
1572	Lee_Konitz	Lee Konitz	musical artist	19388	musicians	
1577	Lennie_Tristano	Lennie Tristano	musical artist	21018	musicians	
1219	Howard_Johnson_(jazz_musician)	Howard Johnson (jazz musician)	musical artist	4302	musicians	
2214	Pori_Jazz	Pori Jazz	Festival100517728	4200	events	
3096	Trout_Mask_Replica	Trout Mask Replica	album	67051	recording	
1223	Hue_and_Cry	Hue and Cry	Band	18901	musicians	
1408	Jimmy_Heath	Jimmy Heath	musical artist	10836	musicians	
1385	Jeanne_Moreau	Jeanne Moreau	agent	119967	musicians	
3124	Unusual_types_of_gramophone_records	Unusual types of gramophone records	Thing	26307	other	
2048	Nic_Endo	Nic Endo	musical artist	10272	musicians	
1942	Mod_(subculture)	Mod (subculture)	genre	240728	other	
597	Collateral_(film)	Collateral (film)	Q11424	264446	recording	
1481	Joyce_Moreno_(musician)	Joyce Moreno (musician)	musical artist	4739	musicians	
2129	Owsley_Stanley	Owsley Stanley	agent	246612	musicians	
663	Cure_for_Pain	Cure for Pain	Album	9635	recording	1
2543	Sonny_Stitt	Sonny Stitt	musical artist	23801	musicians	
166	Al_McKibbon	Al McKibbon	musical artist	3671	musicians	
2555	Soupy_Sales	Soupy Sales	agent	101988	musicians	
1933	Minton%27s_Playhouse	Minton's Playhouse	Thing	9284	places	
1695	List_of_trumpeters	List of trumpeters	Thing	12747	other	
1084	George_Wallington	George Wallington	musical artist	3104	musicians	
1020	Frances_the_Mute	Frances the Mute	album	44673	recording	
2452	Scrooged	Scrooged	Q11424	188367	films	
1303	Ivy_(band)	Ivy (band)	Band	15582	musicians	
906	Farfisa	Farfisa	agent	27107	other	
834	Eddie_Harris	Eddie Harris	musical artist	18581	musicians	
1125	Grammy_Award_for_Best_Jazz_Fusion_Performance	Grammy Award for Best Jazz Fusion Performance	award	3182	events	
1128	Grammy_Award_for_Best_Original_Jazz_Composition	Grammy Award for Best Original Jazz Composition	AwardsEstablishedIn1967	1521	events	
301	Basquiat_(film)	Basquiat (film)	Q11424	56983	recording	
657	Cu%C3%ADca	Cuíca	PercussionInstrument103915437	14660	other	
2451	Scritti_Politti	Scritti Politti	Band	45811	musicians	
1121	Grammy_Award_for_Best_Boxed_or_Special_Limited_Edition_Package	Grammy Award for Best Boxed or Special Limited Edition Package	Group100031264	3946	events	
1265	Incunabula_(album)	Incunabula (album)	Album	9176	recording	
1251	Impulse!_Records	Impulse! Records	agent	10672	other	
3776	Warner_Bros._Records	Warner Bros. Records	agent	160280	other	
2754	Tanglewood_Jazz_Festival	Tanglewood Jazz Festival	Festival100517728	1412	events	
2287	Quartal_and_quintal_harmony	Quartal and quintal harmony	Thing	16461	other	
262	Australian_jazz	Australian jazz	Thing	6767	genres	
1143	Greg_Osby	Greg Osby	agent	3631	musicians	
837	Eddie_Kramer	Eddie Kramer	musical artist	21550	musicians	
695	David_Geffen_Hall	David Geffen Hall	List of concert halls	13740	places	
2573	St_Germain_(musician)	St Germain (musician)	Band	51905	musicians	
2479	Sheets_of_sound	Sheets of sound	Cognition100023271	7481	genres	
1131	Grammy_Lifetime_Achievement_Award	Grammy Lifetime Achievement Award	LifetimeAchievementAwards	37038	events	
432	Bobby_Troup	Bobby Troup	agent	86046	musicians	
562	Chris_Botti	Chris Botti	musical artist	59518	musicians	
859	Embryonic	Embryonic	album	19455	recording	
1118	Graham_Fitkin	Graham Fitkin	agent	2856	musicians	
2359	Rick_Braun	Rick Braun	musical artist	9850	musicians	
2130	Paco_de_Luc%C3%ADa	Paco de Lucía	musical artist	81718	musicians	
2172	Pete_Namlook	Pete Namlook	musical artist	8921	musicians	
1487	Juliette_Gr%C3%A9co	Juliette Gréco	musical artist	46628	musicians	
3055	Tomasz_Sta%C5%84ko	Tomasz Stańko	agent	9294	musicians	
3069	Toots_Thielemans	Toots Thielemans	musical artist	29954	musicians	
3107	Tuxedomoon	Tuxedomoon	Band	19352	musicians	
2609	Storyville_Records	Storyville Records	agent	1288	other	
2199	Plaza_Hotel	Plaza Hotel	building	170458	recording	
616	Concierto_de_Aranjuez	Concierto de Aranjuez	GuitarConcertos	53131	recording	
223	Anton_Corbijn	Anton Corbijn	agent	59975	people	
1351	Jazz_at_Lincoln_Center	Jazz at Lincoln Center	venue	14587	places	
2758	Ted_Curson	Ted Curson	musical artist	4344	musicians	
323	Bennie_Maupin	Bennie Maupin	musical artist	9288	musicians	
2415	Rudy_Van_Gelder	Rudy Van Gelder	agent	17104	musicians	
716	Debut_Records	Debut Records	agent	2353	other	
146	Afro-Cuban_jazz	Afro-Cuban jazz	genre	22846	genres	
866	Enrico_Rava	Enrico Rava	musical artist	5146	musicians	
1354	Jazz_bass	Jazz bass	Instrument103574816	6929	other	
287	Banyan_(band)	Banyan (band)	Band	5819	musicians	
1248	Ill_Communication	Ill Communication	album	67406	recording	
983	Fillmore_East	Fillmore East	venue	32693	places	
182	All%27s_Fair_in_Oven_War	All's Fair in Oven War	Thing	5987	recording	
2283	Psychedelic_art	Psychedelic art	Thing	66297	other	
2580	Stand!	Stand!	Album	29962	recording	
1822	Martha_Tilton	Martha Tilton	musical artist	7444	musicians	
1390	Jeff_Porcaro	Jeff Porcaro	musical artist	127963	musicians	
1307	Jac_Holzman	Jac Holzman	agent	9711	musicians	
2381	Robert_Palmer_(writer)	Robert Palmer (writer)	musical artist	11414	musicians	
3119	United_States_in_the_1950s	United States in the 1950s	Thing	42322	events	
1116	Grady_Tate	Grady Tate	musical artist	7952	musicians	
1182	Henry_Kaiser_(musician)	Henry Kaiser (musician)	musical artist	11015	musicians	
2273	Prestige_Records	Prestige Records	agent	8862	other	
624	Contemporary_Records	Contemporary Records	agent	4448	other	
3759	Village_Vanguard	Village Vanguard	populated place	14762	places	
1519	Kenny_Garrett	Kenny Garrett	musical artist	16163	musicians	
780	Dose_(album)	Dose (album)	album	5067	recording	
2012	Myles_Kennedy	Myles Kennedy	musical artist	185742	musicians	
1864	Michael_Daugherty	Michael Daugherty	agent	11795	musicians	
1199	High_Heels_(film)	High Heels (film)	Q11424	10834	recording	
4019	Zucchero_Fornaciari	Zucchero Fornaciari	musical artist	28425	musicians	
2545	Sonor	Sonor	Privately held company	12191	other	
1684	List_of_songs_about_New_York_City	List of songs about New York City	Thing	95173	other	
1322	Jaco_Pastorius_(album)	Jaco Pastorius (album)	Album	19115	recording	
114	A_Charlie_Brown_Christmas_(soundtrack)	A Charlie Brown Christmas (soundtrack)	Thing	0	recording	
165	Al_Jourgensen	Al Jourgensen	musical artist	73314	musicians	
1878	Mike_Keneally	Mike Keneally	musical artist	31772	musicians	
109	A.R._Kane	A.R. Kane	Band	13731	musicians	
1425	Joe_Lee_Wilson	Joe Lee Wilson	musical artist	2080	musicians	
2604	Stewie_Speer	Stewie Speer	agent	1327	musicians	
3757	Viktoria_Mullova	Viktoria Mullova	musical artist	12963	musicians	
1556	Larry_Rivers	Larry Rivers	agent	18915	people	
1688	List_of_stars_on_the_Hollywood_Walk_of_Fame	List of stars on the Hollywood Walk of Fame	Thing	260087	other	
833	Eddie_G%C3%B3mez	Eddie Gómez	musical artist	4299	musicians	
2651	Symphony_Sid	Symphony Sid	agent	4011	musicians	
1470	Jon_Foreman	Jon Foreman	musical artist	57571	musicians	
3111	UK_Music_Hall_of_Fame	UK Music Hall of Fame	AwardsDisestablishedIn2007	11195	other	
2385	Rocker	Rocker	Thing	10499	other	
424	Bob_Satterfield	Bob Satterfield	agent	14564	musicians	
1875	Mick_Harris	Mick Harris	musical artist	15679	musicians	
689	David_Amram	David Amram	musical artist	40754	musicians	
1579	Lenny_White	Lenny White	musical artist	15362	musicians	
775	Donna_Lee	Donna Lee	BebopJazzStandards	10204	recording	
2059	Nils_Petter_Molv%C3%A6r	Nils Petter Molvær	musical artist	7578	musicians	
373	Billy_Taylor	Billy Taylor	musical artist	12392	musicians	
333	Betty_Carter	Betty Carter	musical artist	13884	musicians	
2110	Oris_(company)	Oris (company)	Privately held company	21075	other	
1308	Jack_Chambers_(linguist)	Jack Chambers (linguist)	agent	1153	people	
2392	Rolling_Stones_Mobile_Studio	Rolling Stones Mobile Studio	populated place	13980	places	
800	Drone_music	Drone music	genre	63891	genres	
1406	Jimmy_Cobb	Jimmy Cobb	musical artist	17039	musicians	
468	Brown_Sugar_(D%27Angelo_album)	Brown Sugar (D'Angelo album)	Thing	30536	recording	
773	Don_Was	Don Was	musical artist	29699	musicians	
2423	Saetia	Saetia	Band	7614	musicians	
1865	Michael_Franks_(musician)	Michael Franks (musician)	musical artist	35017	musicians	
840	Edison_Award	Edison Award	award	5626	events	
1368	Jazz_Profiles	Jazz Profiles	NPRPrograms	1106	other	
200	American_Book_Awards	American Book Awards	award	9348	events	
1613	List_of_bass_guitarists	List of bass guitarists	Thing	25403	other	
3769	Wallace_Roney	Wallace Roney	agent	10865	musicians	
2641	Svengali_(album)	Svengali (album)	Live album	1328	recording	1
472	Buckshot_LeFonque	Buckshot LeFonque	group	10159	musicians	
1462	John_Tchicai	John Tchicai	musical artist	3846	musicians	
1666	List_of_people_in_Playboy_1960%E2%80%9369	List of people in Playboy 1960–69	Thing	19079	other	
1667	List_of_people_in_Playboy_1970%E2%80%9379	List of people in Playboy 1970–79	Thing	28178	other	
1554	Larry_Carlton	Larry Carlton	musical artist	55290	musicians	
3752	Verdine_White	Verdine White	musical artist	67997	musicians	
434	Bohusl%C3%A4n_Big_Band	Bohuslän Big Band	group	722	musicians	
1539	Kris_Defoort	Kris Defoort	agent	762	musicians	
1003	Flora_Purim	Flora Purim	musical artist	15643	musicians	
1536	Kitchens_of_Distinction	Kitchens of Distinction	Band	6687	musicians	
762	Dokaka	Dokaka	agent	2374	musicians	
2446	Scott_Henderson	Scott Henderson	agent	12903	musicians	
250	Ashley_Kahn	Ashley Kahn	agent	2750	people	
760	Dogfish_Head_Brewery	Dogfish Head Brewery	agent	56036	places	
862	Emily_Remler	Emily Remler	musical artist	12314	musicians	
1043	Fresh_(Sly_and_the_Family_Stone_album)	Fresh (Sly and the Family Stone album)	album	18262	recording	
3010	Think_different	Think different	Thing	115962	other	
2025	NEA_Jazz_Masters	NEA Jazz Masters	award	3893	other	
649	Crime_Story_(TV_series)	Crime Story (TV series)	television show	39336	other	
1349	Jazz_(TV_series)	Jazz (TV series)	television show	22206	other	
3994	Wynton_Kelly	Wynton Kelly	musical artist	16873	musicians	
454	Brecon_Jazz_Festival	Brecon Jazz Festival	Festival100517728	2807	events	
460	Brian_Viglione	Brian Viglione	musical artist	18544	musicians	
2935	The_Motion_of_Light_in_Water	The Motion of Light in Water	book	1948	recording	
285	Band_of_Gypsys	Band of Gypsys	Live album	84696	recording	
420	Bob_Dorough	Bob Dorough	agent	13389	musicians	
1019	Fran_Landesman	Fran Landesman	agent	4524	musicians	
1782	Madhouse_(band)	Madhouse (band)	group	10292	musicians	
1224	Hugues_Panassi%C3%A9	Hugues Panassié	agent	2040	musicians	
878	Ernest_Dickerson	Ernest Dickerson	agent	20427	people	
2425	Salvatore_Camarata	Salvatore Camarata	agent	2055	musicians	
732	Derek_Trucks	Derek Trucks	musical artist	133076	musicians	
2792	Terry_Teachout	Terry Teachout	agent	6387	people	
1508	Keith_Mars	Keith Mars	fictional character	5685	people	
739	Dewey_Square	Dewey Square	PublicSquare108619620	4331	places	
1261	In_the_Wee_Small_Hours	In the Wee Small Hours	album	49596	recording	
220	Anne_Teresa_De_Keersmaeker	Anne Teresa De Keersmaeker	agent	13600	musicians	
531	Charles_Lloyd_(jazz_musician)	Charles Lloyd (jazz musician)	musical artist	20443	musicians	
671	Dan_Spitz	Dan Spitz	musical artist	25982	musicians	
315	Ben%27s_Chili_Bowl	Ben's Chili Bowl	Thing	18961	places	
1102	Gilles_Larrain	Gilles Larrain	agent	1376	people	
3011	Third_(Soft_Machine_album)	Third (Soft Machine album)	Album	0	recording	
2572	St._Louis_Walk_of_Fame	St. Louis Walk of Fame	award	8902	events	
1934	Miroslav_Bukovsky	Miroslav Bukovsky	agent	751	musicians	
186	All_of_You_(Cole_Porter_song)	All of You (Cole Porter song)	Thing	4682	recording	
174	Album_cover	Album cover	Medium106254669	44196	other	
687	Dave_Liebman	Dave Liebman	musical artist	9222	musicians	
1099	Gil_Mell%C3%A9	Gil Mellé	agent	4561	musicians	
1664	List_of_people_from_Oklahoma	List of people from Oklahoma	Thing	0	other	
1715	Live_at_the_Fillmore	Live at the Fillmore	Thing	0	other	
2184	Philip_Bailey	Philip Bailey	musical artist	102457	musicians	
3054	Tom_Vaughn_(musician)	Tom Vaughn (musician)	musical artist	1024	musicians	
87	2001_(Dr._Dre_album)	2001 (Dr. Dre album)	album	434458	recording	
264	Autumn_Leaves_(1945_song)	Autumn Leaves (1945 song)	musical work	0	recording	
2116	Oscar_Brown	Oscar Brown	musical artist	9848	musicians	
1712	Live_at_Sin-%C3%A9_(Legacy_Edition)	Live at Sin-é (Legacy Edition)	Live album	10438	recording	1
1367	Jazz_piano	Jazz piano	Instrument103574816	17394	other	
1100	Gilad_Atzmon	Gilad Atzmon	agent	0	musicians	
857	Elwood_Buchanan	Elwood Buchanan	musical artist	2689	musicians	
1415	Jo_Lustig	Jo Lustig	agent	967	people	
2001	My_Funny_Valentine	My Funny Valentine	musical work	52324	recording	
1241	Ian_Carr	Ian Carr	musical artist	4257	musicians	
348	Bill_Cayton	Bill Cayton	agent	4444	people	
3061	Tommy_Smith_(saxophonist)	Tommy Smith (saxophonist)	musical artist	3643	musicians	
242	Artists_United_Against_Apartheid	Artists United Against Apartheid	Band	11925	musicians	
2318	Ravinia_Festival	Ravinia Festival	SocialEvent107288639	16717	places	
711	Dear_Old_Stockholm	Dear Old Stockholm	musical work	3630	recording	
1689	List_of_Telecaster_players	List of Telecaster players	Thing	26779	other	
417	Bob_Berg	Bob Berg	musical artist	7659	musicians	
370	Billy_Paul	Billy Paul	musical artist	27244	musicians	
2797	That_Old_Black_Magic	That Old Black Magic	single	14773	recording	
2620	Styles_of_house_music	Styles of house music	genre	49306	genres	
257	Athan_Maroulis	Athan Maroulis	agent	2335	musicians	
349	Bill_Cole	Bill Cole	agent	3536	musicians	
2062	No-Man	No-Man	Band	15304	musicians	
1758	Love_for_Sale_(song)	Love for Sale (song)	musical work	13771	recording	
1160	Hand_jive	Hand jive	SocialEvent107288639	12538	recording	
3032	Time_After_Time_(Cyndi_Lauper_song)	Time After Time (Cyndi Lauper song)	single	87809	recording	
2150	Paul_Buckmaster	Paul Buckmaster	musical artist	11104	musicians	
1881	Mike_Stern	Mike Stern	musical artist	25863	musicians	
2781	Tenderly	Tenderly	musical work	8409	recording	
2558	Space_music	Space music	genre	26082	genres	
1760	Love_Me_or_Leave_Me_(Donaldson_and_Kahn_song)	Love Me or Leave Me (Donaldson and Kahn song)	musical work	8393	recording	
2498	Sing_a_Simple_Song	Sing a Simple Song	single	4647	recording	
2077	Ntozake_Shange	Ntozake Shange	agent	17813	people	
2358	Richie_Powell	Richie Powell	musical artist	6233	musicians	
664	Curley_Russell	Curley Russell	agent	2441	musicians	
2193	Pierre_Michelot	Pierre Michelot	agent	2953	musicians	
668	D_Train_(music_group)	D Train (music group)	Band	12065	musicians	
1741	Local_on_the_8s	Local on the 8s	television show	9253	other	
1591	Lester_Young	Lester Young	musical artist	60552	musicians	
714	Deaths_in_July_2005	Deaths in July 2005	Thing	3755	events	
2662	Takahito_Eguchi	Takahito Eguchi	musical artist	4058	musicians	
2464	Sessions_at_West_54th	Sessions at West 54th	Thing	3588	recording	
2345	Remix_album	Remix album	Medium106254669	15036	recording	
2437	Sava_Centar	Sava Centar	building	3502	places	
1180	Helen_Merrill	Helen Merrill	musical artist	10924	musicians	
1171	Harvey_Mason	Harvey Mason	agent	17850	musicians	
3805	When_I_Fall_in_Love	When I Fall in Love	single	38164	recording	
1831	Mati_Klarwein	Mati Klarwein	agent	11617	people	1
2963	The_Reality_of_My_Surroundings	The Reality of My Surroundings	album	6642	recording	
1075	George_Coleman	George Coleman	musical artist	12759	musicians	
901	Fahrenheit_(Toto_album)	Fahrenheit (Toto album)	Album	28930	recording	1
275	Badal_Roy	Badal Roy	musical artist	2436	musicians	
756	Dizzy_Reece	Dizzy Reece	agent	3694	musicians	
836	Eddie_Jefferson	Eddie Jefferson	musical artist	5487	musicians	
1854	Metro_East	Metro East	Geography of Illinois	8147	places	
494	Cambria_Heights,_Queens	Cambria Heights, Queens	List of Queens neighborhoods	9491	places	
230	Art_Blakey_discography	Art Blakey discography	musical work	16237	recording	1
2866	The_Electric_Flag	The Electric Flag	Band	17155	musicians	
1170	Harvey_Brooks_(bassist)	Harvey Brooks (bassist)	Thing	0	musicians	
666	Curtis_Fuller	Curtis Fuller	musical artist	12663	musicians	
1994	Musikk_Fra_Hybridene	Musikk Fra Hybridene	Album	540	recording	
1206	Hiroshima_(band)	Hiroshima (band)	group	13344	musicians	
579	Cindy_Blackman	Cindy Blackman	musical artist	61289	musicians	
136	Absolute_Beginners_(film)	Absolute Beginners (film)	Q11424	28860	recording	
994	Five_Spot_Caf%C3%A9	Five Spot Café	populated place	4664	places	
2803	The_Allman_Brothers_Band_(album)	The Allman Brothers Band (album)	Album	37609	recording	
1564	Late_Night_Tales:_The_Flaming_Lips	Late Night Tales: The Flaming Lips	Compilation album	3398	recording	1
1312	Jack_Douglas_(record_producer)	Jack Douglas (record producer)	musical artist	12857	musicians	
3795	West_Coast_jazz	West Coast jazz	genre	19953	genres	
998	Fleur_Maxwell	Fleur Maxwell	agent	1829	people	
707	David_Was	David Was	musical artist	5467	musicians	
684	Dave_Angel	Dave Angel	musical artist	6328	musicians	
2152	Paul_Jackson_(bassist)	Paul Jackson (bassist)	musical artist	8853	musicians	
1064	Gatefold	Gatefold	Thing	20085	other	
2872	The_Fall_on_Deaf_Ears	The Fall on Deaf Ears	group	1856	musicians	
1955	Monterey_Jazz_Festival	Monterey Jazz Festival	populated place	13521	events	
319	Ben_Sidran	Ben Sidran	musical artist	10293	musicians	
1581	Leo_Sidran	Leo Sidran	musical artist	5660	musicians	
698	David_Hume_Kennerly	David Hume Kennerly	agent	6480	people	
1416	Joaqu%C3%ADn_Rodrigo	Joaquín Rodrigo	agent	35609	musicians	
2661	Tago_Mago	Tago Mago	album	41762	recording	
2820	The_Blues_and_the_Abstract_Truth	The Blues and the Abstract Truth	album	12673	recording	
295	Barry_Harris	Barry Harris	musical artist	13763	musicians	
1810	Mario_Bauz%C3%A1	Mario Bauzá	musical artist	5711	musicians	
1665	List_of_people_from_St._Louis	List of people from St. Louis	Thing	34527	other	
2439	Say_It_Loud_%E2%80%93_I%27m_Black_and_I%27m_Proud	Say It Loud – I'm Black and I'm Proud	Thing	16544	recording	
342	Biff_Henderson	Biff Henderson	agent	16567	musicians	
620	Conrad_Herwig	Conrad Herwig	musical artist	2948	musicians	
327	Berliner_Philharmonie	Berliner Philharmonie	List of concert halls	12452	places	
1653	List_of_Music_Choice_channels	List of Music Choice channels	Thing	30745	other	
2300	Quincy_Troupe	Quincy Troupe	agent	4864	people	
1432	Joey_DeFrancesco	Joey DeFrancesco	musical artist	12686	musicians	
1835	Mattias_Eklundh	Mattias Eklundh	musical artist	7394	musicians	
682	Darryl_Jones	Darryl Jones	musical artist	41369	musicians	
3810	White_Rabbit_(Jefferson_Airplane_song)	White Rabbit (Jefferson Airplane song)	single	74667	recording	
291	Barbary_Coast,_San_Francisco	Barbary Coast, San Francisco	Vicinity108641113	25176	places	
784	Doudou_N%27Diaye_Rose	Doudou N'Diaye Rose	Thing	11721	musicians	
1346	Jazz-funk	Jazz-funk	genre	28735	genres	
299	Basin_Street	Basin Street	Road104096066	5675	places	
789	Doyle_Bramhall_II	Doyle Bramhall II	musical artist	124919	musicians	
463	British_jazz	British jazz	genre	10119	genres	
1333	James_Purdy	James Purdy	agent	8408	musicians	
1543	Kyle_Eastwood	Kyle Eastwood	musical artist	310993	musicians	
854	Ellery_Eskelin	Ellery Eskelin	musical artist	1938	musicians	
814	Dwele	Dwele	musical artist	31116	musicians	
2316	Raoul_Bj%C3%B6rkenheim	Raoul Björkenheim	agent	1661	musicians	
1559	Larry_Young_(musician)	Larry Young (musician)	musical artist	9545	musicians	
318	Ben_Sherman	Ben Sherman	agent	33281	other	
1859	Micha%C5%82_Urbaniak	Michał Urbaniak	agent	5730	musicians	
1850	Merl_Saunders	Merl Saunders	musical artist	15901	musicians	
1426	Joe_Messina	Joe Messina	agent	9640	musicians	
159	Airto_Moreira	Airto Moreira	musical artist	16513	musicians	
3756	Victor_Feldman	Victor Feldman	musical artist	10765	musicians	
2836	The_Coming	The Coming	Album	35526	recording	1
535	Charles_Thompson_(jazz)	Charles Thompson (jazz)	musical artist	2492	musicians	
1627	List_of_DualDisc_releases	List of DualDisc releases	Thing	1186	other	
3098	Truth_Crushed_to_Earth_Shall_Rise_Again	Truth Crushed to Earth Shall Rise Again	Album	6862	recording	
590	Cleo_Henry	Cleo Henry	Thing	660	other	
645	Crawford_Grill	Crawford Grill	Venue108677628	2670	places	
1243	Idrees_Sulieman	Idrees Sulieman	musical artist	4018	musicians	
3056	Tommy_Flanagan	Tommy Flanagan	musical artist	18653	musicians	
813	Duophonic	Duophonic	agent	6152	other	
1386	Jeff_Beal	Jeff Beal	agent	14695	musicians	
2319	Ray_Bryant	Ray Bryant	musical artist	7384	musicians	
193	Alphonse_Mouzon	Alphonse Mouzon	musical artist	12645	musicians	
2485	Shirley_Horn	Shirley Horn	musical artist	15957	musicians	
322	Bennie_Green	Bennie Green	musical artist	3447	musicians	
576	Chummy_MacGregor	Chummy MacGregor	agent	3772	musicians	
1296	Istanbul_International_Jazz_Festival	Istanbul International Jazz Festival	Festival100517728	2531	events	
2955	The_Plot_to_Blow_Up_the_Eiffel_Tower	The Plot to Blow Up the Eiffel Tower	Band	3688	musicians	
2897	The_Infamous	The Infamous	album	68747	recording	1
3748	Van_Gogh_by_Numbers	Van Gogh by Numbers	album	246	recording	1
2389	Roddy_Lorimer	Roddy Lorimer	agent	2150	musicians	
1008	Foley_(musician)	Foley (musician)	agent	4354	musicians	
3751	Vaughn_Nark	Vaughn Nark	agent	930	musicians	
2430	Santana_(1971_album)	Santana (1971 album)	Album	34029	recording	
553	Chicago_Jazz_Festival	Chicago Jazz Festival	Festival100517728	5011	events	
865	English,_August_(film)	English, August (film)	Q11424	8156	films	
2598	Steve_Reid	Steve Reid	musical artist	4638	musicians	
1917	Miles_Dewey_Davis,_Jr.	Miles Dewey Davis, Jr.	agent	3577	people	
421	Bob_Mintzer	Bob Mintzer	musical artist	7040	musicians	
876	Eric_Nisenson	Eric Nisenson	agent	984	people	
1062	Gary_Thomas_(musician)	Gary Thomas (musician)	agent	2921	musicians	
2420	Ryo_Kawasaki	Ryo Kawasaki	musical artist	5668	musicians	
1618	List_of_child_music_prodigies	List of child music prodigies	Thing	22051	other	
1645	List_of_jazz_genres	List of jazz genres	genre	58650	other	
877	Eric_Roche	Eric Roche	musical artist	4195	musicians	
1973	Mtume	Mtume	Band	19372	musicians	
1419	Joe_Bonamassa	Joe Bonamassa	musical artist	299609	musicians	
3761	Vital_Information	Vital Information	group	5803	musicians	
1637	List_of_Hammond_organ_players	List of Hammond organ players	Thing	17498	other	
1193	Here_to_Save_You_All	Here to Save You All	Album	4842	recording	
1467	Joint_issue	Joint issue	Thing	2790	other	
622	Consolidated_(band)	Consolidated (band)	group	7830	musicians	
2009	My_Way_(Frank_Sinatra_album)	My Way (Frank Sinatra album)	album	30942	recording	
1482	Juan_Mart%C3%ADn	Juan Martín	musical artist	3297	musicians	
2019	Nardis_Records	Nardis Records	agent	661	other	
2162	PeopleSpeak	PeopleSpeak	Group100031264	353	musicians	
2312	Randy_Brecker	Randy Brecker	musical artist	15646	musicians	
2980	The_Surrey_with_the_Fringe_on_Top	The Surrey with the Fringe on Top	Song	8216	recording	
2575	Stadio_Renzo_Barbera	Stadio Renzo Barbera	stadium	15005	places	
1225	Human_Nature_(Michael_Jackson_song)	Human Nature (Michael Jackson song)	single	57760	recording	
1625	List_of_dentists	List of dentists	Thing	4352	other	
213	Angel_of_Harlem	Angel of Harlem	single	15146	works	
3992	Wrath_of_the_Math	Wrath of the Math	Album	10347	recording	
505	Carl_Hancock_Rux	Carl Hancock Rux	agent	3730	musicians	
4000	Yerself_Is_Steam	Yerself Is Steam	Album	9609	recording	
1472	Jon_Stevens	Jon Stevens	agent	29520	musicians	
179	Alfred_%22Pee_Wee%22_Ellis	Alfred "Pee Wee" Ellis	Musical Artist	10848	musicians	
1683	List_of_songs_about_Los_Angeles	List of songs about Los Angeles	Thing	34210	other	
1407	Jimmy_Forrest	Jimmy Forrest	musical artist	5349	musicians	
3076	Tourist_(St_Germain_album)	Tourist (St Germain album)	Album	4879	recording	
2024	Nature_Boy	Nature Boy	single	52504	recording	
619	Connie_Kay	Connie Kay	agent	6785	musicians	
3058	Tommy_LiPuma	Tommy LiPuma	musical artist	5351	musicians	
1072	George_Avakian	George Avakian	musical artist	4528	musicians	
127	A_Night_at_the_Village_Vanguard	A Night at the Village Vanguard	album	6185	recording	
1824	Martin_Committee	Martin Committee	Thing	3406	other	
224	Anton_Fig	Anton Fig	musical artist	27475	musicians	
3977	William_Vacchiano	William Vacchiano	agent	1619	musicians	
3811	Whitney_Russell	Whitney Russell	fictional character	5034	people	
2315	Raoul_and_the_Kings_of_Spain	Raoul and the Kings of Spain	album	15640	recording	1
274	Back_on_the_Block	Back on the Block	album	15646	recording	1
1926	Milestones_(instrumental_composition)	Milestones (instrumental composition)	musical work	1882	recording	1
2335	Reggie_Lucas	Reggie Lucas	musical artist	8916	musicians	
2821	The_Bottom_Line_(venue)	The Bottom Line (venue)	venue	5643	places	
2853	The_Complete_Village_Vanguard_Recordings,_1961	The Complete Village Vanguard Recordings, 1961	album	3459	recording	1
2426	Sam_Gilliam	Sam Gilliam	agent	5873	people	
2578	Stan_Levey	Stan Levey	musical artist	3925	musicians	
173	Album_(Public_Image_Ltd_album)	Album (Public Image Ltd album)	album	24751	recording	
1950	Money_Jungle	Money Jungle	album	18185	recording	
1582	Leon_%22Ndugu%22_Chancler	Leon "Ndugu" Chancler	Musical Artist	8946	musicians	
2992	The_Village_Gate	The Village Gate	populated place	7813	places	
1332	James_Mtume	James Mtume	musical artist	12996	musicians	
2880	The_Great_Jazz_Piano_of_Phineas_Newborn_Jr.	The Great Jazz Piano of Phineas Newborn Jr.	album	716	recording	1
1953	Monster_Cable	Monster Cable	Privately held company	22437	other	
388	Black_Hawk_(nightclub)	Black Hawk (nightclub)	Nightclub	4101	places	
115	A_Conspiracy_of_Hope	A Conspiracy of Hope	Motion100279835	19480	events	
128	A_Night_in_Tunisia	A Night in Tunisia	musical work	18848	recording	
572	Christine_Tobin	Christine Tobin	musical artist	2842	musicians	
1029	Frank_Strozier	Frank Strozier	musical artist	2938	musicians	
1884	Milagro_(Santana_album)	Milagro (Santana album)	Album	10531	recording	
2419	Russell_Mills_(artist)	Russell Mills (artist)	agent	7898	musicians	
477	Burning_for_Buddy:_A_Tribute_to_the_Music_of_Buddy_Rich	Burning for Buddy: A Tribute to the Music of Buddy Rich	Tribute album	5178	recording	1
425	Bob_Weinstock	Bob Weinstock	agent	2377	musicians	
2861	The_Dangermen_Sessions_Vol._1	The Dangermen Sessions Vol. 1	Cover version	4314	recording	
853	Elevator_to_the_Gallows	Elevator to the Gallows	Q11424	24856	recording	
1619	List_of_Columbia_Records_artists	List of Columbia Records artists	agent	28260	other	
96	33%E2%85%93	33⅓	written work	25846	books	
696	David_Hazeltine	David Hazeltine	musical artist	2950	musicians	
658	Cuckooland	Cuckooland	Album	3923	recording	
