Page Id	URL	Name	EntityType	PageViews	subject	miles_work
662	Cupid_%26_Psyche_85	Cupid & Psyche 85	album	9268	recording	
1076	George_Colligan	George Colligan	musical artist	1915	musicians	
1427	Joe_Sample	Joe Sample	musical artist	40769	musicians	
1832	Matt_Johnson_(keyboardist)	Matt Johnson (keyboardist)	musical artist	5074	musicians	
1696	List_of_University_of_California,_Irvine_people	List of University of California, Irvine people	Thing	7251	other	
1399	Jessica_Williams_(musician)	Jessica Williams (musician)	musical artist	2870	musicians	
316	Ben_Allison	Ben Allison	musical artist	0	musicians	
1981	Music_of_Denver	Music of Denver	Thing	0	genres	
2618	Streetnoise	Streetnoise	album	3541	recording	
450	Brad_Mehldau	Brad Mehldau	musical artist	0	musicians	
2181	Phil_Schaap	Phil Schaap	agent	3225	musicians	
483	Bye_Bye_Blackbird	Bye Bye Blackbird	LizaMinnelliSongs	28941	recording	
2473	Shack_(band)	Shack (band)	Band	7191	musicians	
1849	Melody_Gardot	Melody Gardot	musical artist	102258	musicians	
1163	Happy_Sad	Happy Sad	Album	9458	recording	
344	Big_Brother_(David_Bowie_song)	Big Brother (David Bowie song)	musical work	2667	recording	
3985	Wojciech_Karolak	Wojciech Karolak	agent	1059	musicians	
1291	Irwin_Silber	Irwin Silber	agent	2714	people	
2293	Question_and_Answer_(album)	Question and Answer (album)	Album	4148	recording	1
1167	Harold_Mabern	Harold Mabern	musical artist	6604	musicians	
991	Five_Deez	Five Deez	Band	7530	musicians	
236	Art_Pepper_Meets_the_Rhythm_Section	Art Pepper Meets the Rhythm Section	Album	4978	works	
4016	Zoobombs	Zoobombs	Band	1183	musicians	
1941	Mocean_Worker	Mocean Worker	musical artist	4542	musicians	
506	Carles_Benavent	Carles Benavent	musical artist	2669	musicians	
797	Dragon_Records	Dragon Records	agent	1288	other	
1573	Legacy_Recordings	Legacy Recordings	agent	23008	other	
1860	Michael_Azerrad	Michael Azerrad	agent	8891	musicians	
2364	Rico_Love	Rico Love	musical artist	58040	musicians	
3112	Umbria_Jazz_Festival	Umbria Jazz Festival	populated place	4852	events	
912	Federazione_Industria_Musicale_Italiana	Federazione Industria Musicale Italiana	agent	13803	other	
757	Django_(album)	Django (album)	Album	2848	recording	
273	Back_Home_Again_in_Indiana	Back Home Again in Indiana	LouisArmstrongSongs	13250	recording	
3053	Tom_Varner	Tom Varner	musical artist	1553	musicians	
2449	Scott_Mathews	Scott Mathews	agent	8331	musicians	
845	El_amor_brujo	El amor brujo	SocialEvent107288639	8456	recording	
1833	Matt_Uelmen	Matt Uelmen	musical artist	10165	musicians	
249	Asha_Puthli	Asha Puthli	musical artist	7197	musicians	
1134	Grant_Geissman	Grant Geissman	agent	6465	musicians	
369	Billy_Hart	Billy Hart	musical artist	9243	musicians	
704	David_S%C3%A1nchez_(musician)	David Sánchez (musician)	musical artist	5059	musicians	
2443	School%27s_Out_(song)	School's Out (song)	Thing	40232	recording	
1644	List_of_jazz_fusion_musicians	List of jazz fusion musicians	Thing	22325	other	
993	Five_Points,_Denver	Five Points, Denver	SpatialThing	11908	places	
2617	Street_Smart_(film)	Street Smart (film)	Q11424	29337	films	
868	Enta_da_Stage	Enta da Stage	album	14966	recording	1
2519	So_What_chord	So What chord	Cognition100023271	7260	other	
2450	Scott_Steen	Scott Steen	agent	1212	musicians	
875	Eric_Foreman	Eric Foreman	fictional character	60897	people	
1514	Ken_Colyer	Ken Colyer	musical artist	4999	musicians	
525	Celluloid_Records	Celluloid Records	agent	2439	other	
1198	Hi_Fly_(Peter_King_album)	Hi Fly (Peter King album)	album	235	recording	1
1469	Jon_Ballantyne	Jon Ballantyne	agent	1177	musicians	
1777	Machismo_(album)	Machismo (album)	Album	3675	recording	
1488	Julius_Watkins	Julius Watkins	agent	2952	musicians	
1465	Johnny_Echols	Johnny Echols	agent	7487	musicians	
1245	If_I_Were_a_Bell	If I Were a Bell	SongsFromGuysAndDolls	6009	recording	
2465	Set_the_Booty_Up_Right	Set the Booty Up Right	album	2668	recording	
2637	Sunset_Sound_Recorders	Sunset Sound Recorders	populated place	9416	places	
2440	Scenario_(song)	Scenario (song)	single	27674	recording	
419	Bob_Cato	Bob Cato	agent	2040	people	
3978	Willie_Bobo	Willie Bobo	musical artist	12241	musicians	
1474	Jonathan_Noyce	Jonathan Noyce	musical artist	5800	musicians	
235	Art_Pepper_%2B_Eleven_%E2%80%93_Modern_Jazz_Classics	Art Pepper + Eleven – Modern Jazz Classics	Album	1946	recording	1
770	Don_Elliott	Don Elliott	agent	2908	musicians	
1136	Grateful_Dead_Download_Series_Volume_5	Grateful Dead Download Series Volume 5	album	3718	recording	
1524	Keziah_Jones	Keziah Jones	musical artist	10242	musicians	
2325	Reachin%27_(A_New_Refutation_of_Time_and_Space)	Reachin' (A New Refutation of Time and Space)	Thing	15324	recording	1
660	Culture_of_Pittsburgh	Culture of Pittsburgh	Thing	15431	other	
2196	Pink_Floyd	Pink Floyd	Band	1704703	musicians	
2943	The_Open_(band)	The Open (band)	Band	2154	musicians	
2021	National_Recording_Registry	National Recording Registry	Thing	37059	other	
328	Bernard_Purdie	Bernard Purdie	musical artist	32234	musicians	
1879	Mike_Ratledge	Mike Ratledge	musical artist	9777	musicians	
2752	Tandyn_Almer	Tandyn Almer	musical artist	6617	musicians	
507	Carlos_Garnett	Carlos Garnett	agent	2505	musicians	
1566	Laurie_Brown_(broadcaster)	Laurie Brown (broadcaster)	agent	5562	people	
2277	Prince_of_Darkness	Prince of Darkness	Thing	10604	other	
1490	Juma_Santos	Juma Santos	agent	1874	musicians	
1852	Message_to_Love	Message to Love	Q11424	9497	recording	
158	Airegin	Airegin	musical work	4381	recording	
558	Chico_Freeman	Chico Freeman	musical artist	4390	musicians	
474	Buddy_Collette	Buddy Collette	musical artist	4373	musicians	
1244	If_(band)	If (band)	Band	10238	musicians	
502	Cantaloupe_Island	Cantaloupe Island	single	19583	recording	
1256	In_Memory_of_Elizabeth_Reed	In Memory of Elizabeth Reed	musical work	16234	recording	
980	Filippo_Gaetani	Filippo Gaetani	agent	469	people	
2561	Spanish_jazz	Spanish jazz	Thing	3081	genres	
1866	Michael_Henderson	Michael Henderson	musical artist	12864	musicians	
661	Culture_of_St._Louis	Culture of St. Louis	Thing	4104	other	
2528	Someday_My_Prince_Will_Come	Someday My Prince Will Come	musical work	17106	recording	
1616	List_of_biographical_films	List of biographical films	Thing	81882	other	
916	Fender_Contempo_Organ	Fender Contempo Organ	Instrumentality103575240	784	other	
829	Echoplex	Echoplex	DefiniteQuantity113576101	18019	other	
599	College_of_the_University_of_Chicago	College of the University of Chicago	Private school	10077	places	
699	David_Immergl%C3%BCck	David Immerglück	musical artist	7498	musicians	
1975	Music_for_Two	Music for Two	album	956	recording	
566	Chris_Duarte	Chris Duarte	agent	9074	musicians	
625	Contrafact	Contrafact	Cognition100023271	10689	other	
1079	George_Frazier	George Frazier	agent	2335	people	
2549	Soul_Survivor_II	Soul Survivor II	Album	5958	recording	
843	Eiko_Ishioka	Eiko Ishioka	agent	13555	people	
2756	Tarrytown_Music_Hall	Tarrytown Music Hall	venue	1722	places	
3122	Unravelled_Broken_Orchestra	Unravelled Broken Orchestra	Group100031264	393	musicians	
2391	Rolf_de_Heer	Rolf de Heer	agent	8101	people	
1796	Man_Jumping	Man Jumping	Group100031264	955	musicians	
2418	Russell_Gunn	Russell Gunn	agent	2271	musicians	
2108	Open-handed_drumming	Open-handed drumming	Cognition100023271	9630	other	
2079	Oberheim_OB-Xa	Oberheim OB-Xa	CausalAgent100007347	6091	recording	
1297	It%27s_Only_a_Paper_Moon	It's Only a Paper Moon	Thing	12825	recording	
1398	Jesse_R._Pitts	Jesse R. Pitts	scientist	786	people	
2089	Old_Cases	Old Cases	television episode	14817	recording	
2132	Palais_des_Sports_(Paris)	Palais des Sports (Paris)	stadium	5387	places	
1330	James_Isaacs	James Isaacs	agent	917	people	
1853	Metaphorical_Music	Metaphorical Music	Album	26676	recording	1
2169	Pete_Cosey	Pete Cosey	musical artist	5452	musicians	
1512	Kelly_Joe_Phelps	Kelly Joe Phelps	musical artist	7514	musicians	
2923	The_Man_I_Love_(song)	The Man I Love (song)	musical work	17714	recording	
2096	Omar_Sosa	Omar Sosa	Band	6133	musicians	
820	East-West_(The_Butterfield_Blues_Band_album)	East-West (The Butterfield Blues Band album)	Album	12650	recording	
1580	Lenox_Lounge	Lenox Lounge	Association108049401	4607	places	
564	Chris_Burnett	Chris Burnett	musical artist	6639	musicians	
2133	Palle_Mikkelborg	Palle Mikkelborg	musical artist	2297	musicians	
481	But_Not_for_Me_(song)	But Not for Me (song)	DorisDaySongs	14426	recording	
216	Ann_Arbor_Blues_and_Jazz_Festival	Ann Arbor Blues and Jazz Festival	Thing	2231	events	
392	Blake_Fleming	Blake Fleming	musical artist	4795	musicians	
1229	I%27ll_Remember_April_(song)	I'll Remember April (song)	Thing	5076	recording	
1744	Lonnie_Liston_Smith	Lonnie Liston Smith	musical artist	18682	musicians	
802	Dropsonde_(album)	Dropsonde (album)	album	1527	recording	
131	A_Tribute_to_Miles	A Tribute to Miles	album	3995	recording	
982	Fillmore:_The_Last_Days	Fillmore: The Last Days	album	3582	recording	1
2438	Saxuality	Saxuality	Album	5664	recording	1
1727	Live_in_Amsterdam_(Candy_Dulfer_album)	Live in Amsterdam (Candy Dulfer album)	album	990	recording	1
2546	Sonya_Robinson	Sonya Robinson	agent	1564	musicians	
2513	Smokin%27_at_the_Half_Note	Smokin' at the Half Note	Thing	9027	recording	
811	Duke_Jordan	Duke Jordan	musical artist	6512	musicians	
1299	It_Could_Happen_to_You_(song)	It Could Happen to You (song)	AuditoryCommunication107109019	5590	recording	
2455	Secret_Agent_Man_(TV_series)	Secret Agent Man (TV series)	television show	6574	other	
523	Celebrate_Freedom	Celebrate Freedom	Album	479	recording	
634	Corcovado_(song)	Corcovado (song)	single	11042	recording	
2170	Pete_Francis_Heimbold	Pete Francis Heimbold	musical artist	3550	people	
588	Claude_Nobs	Claude Nobs	agent	10033	people	
617	Concord_Bicycle_Music	Concord Bicycle Music	Privately held company	8917	other	
2826	The_Cellar_Door	The Cellar Door	populated place	6600	places	
495	Camlin_Hotel	Camlin Hotel	building	2559	places	
221	Annie_Whitehead	Annie Whitehead	agent	3193	musicians	
2370	Rob_Haigh	Rob Haigh	musical artist	3860	musicians	
1624	List_of_deaths_in_rock_and_roll	List of deaths in rock and roll	Thing	173374	other	
2356	Richard_Williams_(journalist)	Richard Williams (journalist)	agent	4726	people	
1505	Kei_Akagi	Kei Akagi	musical artist	2500	musicians	
782	Double_harmonic_scale	Double harmonic scale	Manner104928903	25848	other	
2098	On_Green_Dolphin_Street_(novel)	On Green Dolphin Street (novel)	2001Novels	1358	recording	
2091	Oleo_(composition)	Oleo (composition)	musical work	2156	recording	
1837	Max_Gordon_(Village_Vanguard_founder)	Max Gordon (Village Vanguard founder)	agent	1223	people	
2644	Sweet_Child	Sweet Child	album	6645	recording	
537	Charley_Drayton	Charley Drayton	musical artist	15335	musicians	
188	All_the_Things_You_Are	All the Things You Are	BarbraStreisandSongs	20083	recording	
2414	Rudresh_Mahanthappa	Rudresh Mahanthappa	musical artist	7073	musicians	
1323	Jacques-Louis_Monod	Jacques-Louis Monod	agent	2178	musicians	
1375	Jazz_waltz	Jazz waltz	Cognition100023271	4498	other	
2482	Shifty_Henry	Shifty Henry	agent	2072	musicians	
1802	Marc_Antoine_(musician)	Marc Antoine (musician)	musical artist	5767	musicians	
2269	Post-bop	Post-bop	genre	17137	genres	
1231	I_Ain%27t_Mad_at_Cha	I Ain't Mad at Cha	Thing	30055	recording	
1889	Miles_%26_Monk_at_Newport	Miles & Monk at Newport	album	9399	recording	
1743	Lonesome,_On%27ry_and_Mean	Lonesome, On'ry and Mean	Thing	7042	recording	
2593	Steve_Grossman_(saxophonist)	Steve Grossman (saxophonist)	musical artist	4758	musicians	
2974	The_Squirrel	The Squirrel	musical work	484	recording	
1668	List_of_people_on_the_cover_of_Rolling_Stone	List of people on the cover of Rolling Stone	Thing	16055	other	
670	Damp_(Norwegian_band)	Damp (Norwegian band)	Band	865	musicians	
2044	Newman_Taylor_Baker	Newman Taylor Baker	agent	1649	musicians	
3091	Trio_Beyond	Trio Beyond	group	1167	musicians	
1717	Live_at_the_Fillmore_East_(Neil_Young_album)	Live at the Fillmore East (Neil Young album)	album	11524	recording	
1036	Freddie_Webster	Freddie Webster	agent	1767	musicians	
2399	Ron_Holloway	Ron Holloway	musical artist	6149	musicians	
827	Ebersson/Zanussi/Lofthus	Ebersson/Zanussi/Lofthus	Band	0	musicians	
650	Cristina_Pato	Cristina Pato	musical artist	3818	musicians	
2874	The_Flock_(band)	The Flock (band)	Band	8387	musicians	
292	Barney_Wilen	Barney Wilen	agent	5863	musicians	
1418	Joe_Beck	Joe Beck	musical artist	6727	musicians	
2653	T._J._Jagodowski	T. J. Jagodowski	agent	75009	people	
2376	Robert_Glasper	Robert Glasper	musical artist	54809	musicians	
1746	Loose_Tubes	Loose Tubes	Band	4086	musicians	
879	Ernie_Royal	Ernie Royal	agent	2251	musicians	
1365	Jazz_Is_Dead	Jazz Is Dead	Band	8558	recording	1
1417	Joe_Albany	Joe Albany	musical artist	13043	musicians	
2538	Sonny_Greenwich	Sonny Greenwich	musical artist	1327	musicians	
567	Chris_Kelsey	Chris Kelsey	agent	1000	musicians	
2095	Omar_Hakim	Omar Hakim	musical artist	31262	musicians	
1204	Hilly_Kristal	Hilly Kristal	agent	85862	musicians	
459	Brian_Morton_(Scottish_writer)	Brian Morton (Scottish writer)	agent	2424	people	
428	Bobby_Broom	Bobby Broom	musical artist	4759	musicians	
779	DoRo_Productions	DoRo Productions	agent	3142	musicians	
3025	Thugz_Mansion	Thugz Mansion	single	17575	recording	
743	Dick_L%C3%B6vgren	Dick Lövgren	musical artist	7457	musicians	
585	Clarence_Tex_Walker	Clarence Tex Walker	musical artist	1236	musicians	
2823	The_Carnival_Band_(Canadian_band)	The Carnival Band (Canadian band)	Thing	0	musicians	
379	Birdland_(New_York_jazz_club)	Birdland (New York jazz club)	populated place	14418	places	
1301	Itamar_Assump%C3%A7%C3%A3o	Itamar Assumpção	musical artist	1520	musicians	
2649	Symbiopsychotaxiplasm	Symbiopsychotaxiplasm	Q11424	6872	recording	
464	Britt_Woodman	Britt Woodman	agent	2219	musicians	
1149	Gu%C4%8Da_Trumpet_Festival	Guča Trumpet Festival	TimePeriod115113229	8832	events	
1168	Harrison_Ridley_Jr.	Harrison Ridley Jr.	agent	371	people	
3974	William_Coupon	William Coupon	agent	619	people	
2476	Shanghai_Restoration_Project	Shanghai Restoration Project	Band	7016	musicians	
2954	The_Pizza_Tapes	The Pizza Tapes	album	8538	recording	1
1047	Fritz_Renold	Fritz Renold	musical artist	751	musicians	
2984	The_Time_of_Our_Singing	The Time of Our Singing	book	1982	recording	
2503	Sketches_of_Japan	Sketches of Japan	Album	501	recording	
1114	Grace_Potter	Grace Potter	Band	17900	musicians	
2500	Sitar_in_jazz	Sitar in jazz	Instrument103574816	2243	other	
2990	The_Uninvited_(1944_film)	The Uninvited (1944 film)	Q11424	27169	films	
2033	Neo-bop_jazz	Neo-bop jazz	genre	3407	genres	
169	Alan_Goldsher	Alan Goldsher	agent	1287	musicians	
2632	Sunday_Night_(American_TV_program)	Sunday Night (American TV program)	television show	7310	other	
806	Du%C5%A1ko_Gojkovi%C4%87	Duško Gojković	agent	5047	musicians	
826	Eat_the_Phikis	Eat the Phikis	Album	596	recording	
7	%C5%A0arlo_Akrobata	Šarlo Akrobata	Band	5962	musicians	
1509	Kekal	Kekal	Band	5183	musicians	
2202	Point_of_View_(Cassandra_Wilson_album)	Point of View (Cassandra Wilson album)	album	1372	recording	1
2373	Robert_Brownjohn	Robert Brownjohn	agent	5284	people	
646	Crazy_Rhythm	Crazy Rhythm	musical work	2754	recording	
690	David_Binney	David Binney	agent	3419	musicians	
1380	Jazzhus_Montmartre	Jazzhus Montmartre	populated place	1627	places	
3082	Traveling_Miles	Traveling Miles	album	2386	recording	
3749	Vancouver_International_Jazz_Festival	Vancouver International Jazz Festival	Festival100517728	1540	events	
1466	Johnny_Lytle	Johnny Lytle	agent	0	musicians	
742	Dial_Records_(1946)	Dial Records (1946)	agent	1689	other	
3750	Vater_Percussion	Vater Percussion	Thing	588	other	
480	Buster_Williams	Buster Williams	musical artist	5141	musicians	
734	Desmond_Tutu	Desmond Tutu	Christian Bishop	309646	people	
2907	The_Language_of_Life	The Language of Life	album	6751	recording	
594	Cold_Sweat	Cold Sweat	single	10163	recording	
2654	T._M._Stevens	T. M. Stevens	agent	6820	musicians	
512	Cascais_Jazz_Festival	Cascais Jazz Festival	Festival100517728	392	events	
3049	Together_We%27re_Stranger	Together We're Stranger	Thing	2298	recording	
1213	Hot_Club_de_France	Hot Club de France	Group100031264	3566	musicians	
227	Arcana_(American_band)	Arcana (American band)	Band	1883	musicians	
642	Counterculture_of_the_1960s	Counterculture of the 1960s	Thing	276525	events	
3029	Tim_Drummond	Tim Drummond	musical artist	7526	musicians	
1658	List_of_NME_covers	List of NME covers	Thing	8972	other	
1085	Gerald_Early	Gerald Early	agent	4939	people	
8	1001_Albums_You_Must_Hear_Before_You_Die	1001 Albums You Must Hear Before You Die	book	122784	books	
1846	Melba_Liston	Melba Liston	musical artist	4411	musicians	
1195	Herman_Leonard	Herman Leonard	agent	3835	people	
1361	Jazz_improvisation	Jazz improvisation	Cognition100023271	13717	other	
2412	Royal_Roost	Royal Roost	DefunctJazzClubs	1882	places	
2347	Ren%C3%A9_Urtreger	René Urtreger	agent	2056	musicians	
1052	Funsho_Ogundipe	Funsho Ogundipe	agent	638	musicians	
1560	Lars_Jansson_(composer)	Lars Jansson (composer)	musical artist	1841	musicians	
2780	Tenderloin,_San_Francisco	Tenderloin, San Francisco	Neighborhoods in San Francisco	105495	places	
2626	Sun_City_(album)	Sun City (album)	Album	8833	recording	1
4017	Zu_%26_Co.	Zu & Co.	Compilation album	3068	recording	1
218	Annabel_Jankel	Annabel Jankel	agent	17553	people	
1382	Jean-Luc_Ponty_Experience_with_the_George_Duke_Trio	Jean-Luc Ponty Experience with the George Duke Trio	album	2210	recording	
1764	LP_record	LP record	Thing	377640	other	
2818	The_Bitter_End	The Bitter End	populated place	15389	places	
215	Anita_O%27Day_Sings_the_Winners	Anita O'Day Sings the Winners	Thing	69	recording	1
2434	Satellites_LV	Satellites LV	Band	1101	musicians	
2371	Rob_Hyman	Rob Hyman	musical artist	12751	musicians	
1434	John_Beasley_(musician)	John Beasley (musician)	musical artist	3092	musicians	
2278	Private_Passions	Private Passions	Message106598915	3933	other	
844	Either/Orchestra	Either/Orchestra	Band	0	musicians	
1013	Forecast:_Tomorrow	Forecast: Tomorrow	album	4535	recording	
701	David_Redfern	David Redfern	agent	1822	people	
1317	Jack_Sels	Jack Sels	agent	604	musicians	
2346	Ren%C3%A9_Thomas_(guitarist)	René Thomas (guitarist)	agent	2556	musicians	
429	Bobby_Jaspar	Bobby Jaspar	agent	3729	musicians	
270	Baalbeck_International_Festival	Baalbeck International Festival	TimePeriod115113229	5059	events	
2601	Steve_Williams_(jazz_drummer)	Steve Williams (jazz drummer)	Band	1303	musicians	
1930	Mino_Cinelu	Mino Cinelu	musical artist	4819	musicians	
788	Doxy_(song)	Doxy (song)	musical work	2921	recording	
2205	Ponga_(band)	Ponga (band)	Band	1266	musicians	
2453	Sean_Jones_(trumpeter)	Sean Jones (trumpeter)	musical artist	4622	musicians	
2332	Reed_Mathis	Reed Mathis	musical artist	4550	musicians	
156	Ain%27t_a_Damn_Thing_Changed	Ain't a Damn Thing Changed	Thing	3384	recording	
2627	Sun_City_(song)	Sun City (song)	single	12716	recording	
2060	Nine_to_the_Universe	Nine to the Universe	album	13829	recording	
2811	The_Believer_(John_Coltrane_album)	The Believer (John Coltrane album)	album	3178	recording	1
2581	Standard_Coltrane	Standard Coltrane	album	1470	recording	1
2047	Newtown_area_graffiti_and_street_art	Newtown area graffiti and street art	Thing	5339	other	
2956	The_Prestige_Recordings	The Prestige Recordings	album	2297	recording	1
1891	Miles_(given_name)	Miles (given name)	Thing	7538	other	
2183	Philadelphia_High_School_for_the_Creative_and_Performing_Arts	Philadelphia High School for the Creative and Performing Arts	school	7214	places	
1640	List_of_Italian-American_entertainers	List of Italian-American entertainers	Thing	20903	other	
1648	List_of_Juilliard_School_people	List of Juilliard School people	Thing	94188	other	
1964	Moose_the_Mooche	Moose the Mooche	musical work	3021	recording	
231	Art_D%27Lugoff	Art D'Lugoff	Thing	993	people	
1659	List_of_organisms_named_after_famous_people	List of organisms named after famous people	Thing	104438	other	
2378	Robert_Irving_III	Robert Irving III	musical artist	2774	musicians	
431	Bobby_Rosengarden	Bobby Rosengarden	musical artist	1844	musicians	
1173	Hassan_Hakmoun	Hassan Hakmoun	musical artist	9115	musicians	
1152	Gustavo_Bergalli	Gustavo Bergalli	agent	410	musicians	
1140	Green_Gartside	Green Gartside	musical artist	14781	musicians	
1108	Gold_Coast_(album)	Gold Coast (album)	album	1079	recording	1
2113	Osama_Afifi	Osama Afifi	musical artist	583	musicians	
210	Andy_%22Stoker%22_Growcott	Andy "Stoker" Growcott	Musical Artist	2499	musicians	
451	Bran_Ferren	Bran Ferren	agent	8550	people	
2380	Robert_Musso	Robert Musso	agent	1932	musicians	
1535	KinKi_Kids	KinKi Kids	Band	15607	musicians	
486	C-Note_(album)	C-Note (album)	Live album	8588	recording	1
1409	Jimmy_Owens_(musician)	Jimmy Owens (musician)	musical artist	3307	musicians	
887	Expectations_(Keith_Jarrett_album)	Expectations (Keith Jarrett album)	album	3510	recording	
0	%27N_Gatz_We_Truss	'N Gatz We Truss	Thing	4388	recording	
157	Ain%27t_Misbehavin%27_(song)	Ain't Misbehavin' (song)	Thing	21130	recording	
2517	So_What_(Jerry_Garcia_and_David_Grisman_album)	So What (Jerry Garcia and David Grisman album)	Thing	0	recording	1
4015	Zodiac_(soundtrack)	Zodiac (soundtrack)	Soundtrack	6941	recording	
2810	The_Beatnuts:_Street_Level	The Beatnuts: Street Level	Album	5284	recording	1
1388	Jeff_Jones_(music_industry_executive)	Jeff Jones (music industry executive)	agent	4718	people	
3116	Unique_Recording_Studios	Unique Recording Studios	agent	2004	places	
2123	Oucho_Sparks	Oucho Sparks	Band	544	musicians	
1617	List_of_Capitol_Records_artists	List of Capitol Records artists	Thing	13595	other	
2843	The_Complete_Copenhagen_Concert	The Complete Copenhagen Concert	album	682	recording	1
1553	Lanquidity	Lanquidity	Album	4990	recording	
1649	List_of_L%C3%A9gion_d%27honneur_recipients_by_name_(D)	List of Légion d'honneur recipients by name (D)	Thing	442	other	
898	Ezz-thetics	Ezz-thetics	Album	2317	recording	1
561	Chris_Badami	Chris Badami	musical artist	936	musicians	
4007	You_Don%27t_Know_What_Love_Is	You Don't Know What Love Is	Thing	8480	recording	
2327	Real_Gone_Cat	Real Gone Cat	Q11424	390	films	
330	Bernie_Glow	Bernie Glow	agent	1911	musicians	
4002	Yesterdays_Universe	Yesterdays Universe	album	2173	recording	1
3067	Tony_Crombie	Tony Crombie	musical artist	2450	musicians	
1495	Justin_Clay_Perry	Justin Clay Perry	agent	545	musicians	
1279	International_Trumpet_Guild	International Trumpet Guild	International non-governmental organization	1356	other	
1420	Joe_Chambers	Joe Chambers	musical artist	5838	musicians	
300	Basin_Street_Blues	Basin Street Blues	LouisArmstrongSongs	9659	recording	
435	Bold_Conceptions	Bold Conceptions	album	1176	recording	1
1205	Hiram_Bullock	Hiram Bullock	musical artist	16336	musicians	
738	DeWayne_McKnight	DeWayne McKnight	musical artist	21939	musicians	
1829	Masabumi_Kikuchi	Masabumi Kikuchi	musical artist	7514	musicians	
1405	Jimmy_Cleveland	Jimmy Cleveland	musical artist	3223	musicians	
1397	Jesper_Thilo	Jesper Thilo	musical artist	1236	musicians	
801	Drop_Trio	Drop Trio	Band	1095	musicians	
2363	Rick_Vandivier	Rick Vandivier	musical artist	438	musicians	
2337	Reinhold_Heil	Reinhold Heil	agent	5117	musicians	
1612	List_of_avant-garde_artists	List of avant-garde artists	Thing	27946	other	
331	Beryl_Booker	Beryl Booker	musical artist	1254	musicians	
1749	Lorne_Lofsky	Lorne Lofsky	agent	1558	musicians	
985	Finding_Forrester	Finding Forrester	Q11424	95162	recording	1
3015	This_Is_an_EP_Release	This Is an EP Release	Extended play	3943	recording	
715	Deaths_in_June_2007	Deaths in June 2007	Thing	2856	events	
113	A_Century_of_Song	A Century of Song	album	724	recording	1
3071	Tor_Lundvall	Tor Lundvall	agent	2443	musicians	
2197	Play_(Chick_Corea_and_Bobby_McFerrin_album)	Play (Chick Corea and Bobby McFerrin album)	album	2557	recording	
496	Camp_Meeting_(album)	Camp Meeting (album)	album	1985	recording	1
1639	List_of_Ibanez_players	List of Ibanez players	Thing	13081	other	
2832	The_Classic_Quartet:_The_Complete_Impulse!_Recordings	The Classic Quartet: The Complete Impulse! Recordings	album	3919	recording	1
2825	The_Cats_(album)	The Cats (album)	album	5437	recording	1
194	Alternate_Takes	Alternate Takes	album	1613	recording	1
2850	The_Complete_Paris_Concerts	The Complete Paris Concerts	album	481	recording	1
1734	Live_in_Stockholm_1961	Live in Stockholm 1961	album	680	recording	1
2840	The_Complete_1962_Stockholm_Concert	The Complete 1962 Stockholm Concert	album	468	recording	1
1705	Live_at_Birdland_1962	Live at Birdland 1962	album	486	recording	1
1735	Live_in_Stockholm_1963	Live in Stockholm 1963	album	1348	recording	1
647	Creation_(John_Coltrane_album)	Creation (John Coltrane album)	album	699	recording	1
1732	Live_in_Paris_(John_Coltrane_album)	Live in Paris (John Coltrane album)	album	1699	recording	1
1104	Gleanings_(album)	Gleanings (album)	album	870	recording	1
2457	Selflessness:_Featuring_My_Favorite_Things	Selflessness: Featuring My Favorite Things	album	2336	recording	1
2276	Prince_Interactive	Prince Interactive	video game	3027	other	
350	Bill_Douglas_(musician)	Bill Douglas (musician)	musical artist	3432	musicians	
2869	The_Essential_Santana	The Essential Santana	album	9096	recording	1
3006	There%27s_No_You	There's No You	Thing	886	recording	
2417	Russell_family_(Passions)	Russell family (Passions)	Group100031264	2057	other	
1028	Frank_Sinatra%27s_recorded_legacy	Frank Sinatra's recorded legacy	Thing	32963	other	
1913	Miles_Davis_Quintet_at_Peacock_Alley	Miles Davis Quintet at Peacock Alley	album	2167	recording	1
2844	The_Complete_Graz_Concert	The Complete Graz Concert	album	417	recording	1
1360	Jazz_guitarist	Jazz guitarist	CausalAgent100007347	8960	other	
3045	To_the_Point	To the Point	radio program	2932	other	
2908	The_Last_Giant:_Anthology	The Last Giant: Anthology	album	1178	recording	1
1445	John_D%27earth	John D'earth	Thing	2498	musicians	
1883	Mike_Zwerin	Mike Zwerin	musical artist	2429	musicians	
1318	Jack_Walrath	Jack Walrath	musical artist	1749	musicians	
1181	Henry_Johnson_(guitarist)	Henry Johnson (guitarist)	agent	1705	musicians	
1220	Howard_Rumsey	Howard Rumsey	musical artist	5537	musicians	
2157	Paulinho_da_Costa	Paulinho da Costa	musical artist	8638	musicians	
2072	Nothing_to_Fear_(MC_Lars_album)	Nothing to Fear (MC Lars album)	album	906	recording	1
491	Caf%C3%A9_Society	Café Society	PlaceOfBusiness103953020	6701	places	
1630	List_of_former_Warner_Bros._Records_artists	List of former Warner Bros. Records artists	Thing	5700	other	
426	Bob_Welch_Looks_at_Bop	Bob Welch Looks at Bop	Album	750	recording	1
347	Bill_Barber_(musician)	Bill Barber (musician)	musical artist	2879	musicians	
1614	List_of_bebop_musicians	List of bebop musicians	Thing	7351	other	
4001	Yesterdays_(1933_song)	Yesterdays (1933 song)	musical work	5330	recording	
659	Cultural_Amnesia_(book)	Cultural Amnesia (book)	book	4625	books	
