Page Id	URL	Name	Type Attr	Value
page-1328	James_Brown	James Brown	dct:subject	dbc:American_keyboardists
page-1328	James_Brown	James Brown	dct:subject	dbc:American_male_composers
page-1328	James_Brown	James Brown	dct:subject	dbc:American_male_dancers
page-1328	James_Brown	James Brown	dct:subject	dbc:American_multi-instrumentalists
page-1328	James_Brown	James Brown	dct:subject	dbc:American_organists
page-1328	James_Brown	James Brown	dct:subject	dbc:American_people_convicted_of_assault
page-1328	James_Brown	James Brown	dct:subject	dbc:American_people_convicted_of_drug_offenses
page-1328	James_Brown	James Brown	dct:subject	dbc:American_people_convicted_of_robbery
page-1328	James_Brown	James Brown	dct:subject	dbc:American_people_of_Chinese_descent
page-1328	James_Brown	James Brown	dct:subject	dbc:American_people_of_Native_American_descent
page-1328	James_Brown	James Brown	dct:subject	dbc:American_record_producers
page-1328	James_Brown	James Brown	dct:subject	dbc:American_rhythm_and_blues_singer-songwriters
page-1328	James_Brown	James Brown	dct:subject	dbc:American_robbers
page-1328	James_Brown	James Brown	dct:subject	dbc:American_soul_keyboardists
page-1328	James_Brown	James Brown	dct:subject	dbc:American_soul_singers
page-1328	James_Brown	James Brown	dct:subject	dbc:Cancer_survivors
page-1328	James_Brown	James Brown	dct:subject	dbc:Deaths_from_pneumonia
page-1328	James_Brown	James Brown	dct:subject	dbc:Federal_Records_artists
page-1328	James_Brown	James Brown	dct:subject	dbc:Grammy_Award_winners
page-1328	James_Brown	James Brown	dct:subject	dbc:Grammy_Lifetime_Achievement_Award_winners
page-1328	James_Brown	James Brown	dct:subject	dbc:Infectious_disease_deaths_in_Georgia_(U.S._state)
page-1328	James_Brown	James Brown	dct:subject	dbc:James_Brown
page-1328	James_Brown	James Brown	dct:subject	dbc:James_Brown_Orchestra_members
page-1328	James_Brown	James Brown	dct:subject	dbc:Kennedy_Center_honorees
page-1328	James_Brown	James Brown	dct:subject	dbc:King_Records_artists
page-1328	James_Brown	James Brown	dct:subject	dbc:Musicians_from_Augusta,_Georgia
page-1328	James_Brown	James Brown	dct:subject	dbc:Musicians_from_South_Carolina
page-1328	James_Brown	James Brown	dct:subject	dbc:People_from_Barnwell_County,_South_Carolina
page-1328	James_Brown	James Brown	dct:subject	dbc:People_from_Toccoa,_Georgia
page-1328	James_Brown	James Brown	dct:subject	dbc:Polydor_Records_artists
page-1328	James_Brown	James Brown	dct:subject	dbc:Recipients_of_American_gubernatorial_pardons
page-1328	James_Brown	James Brown	dct:subject	dbc:Rock_and_Roll_Hall_of_Fame_inductees
page-1328	James_Brown	James Brown	dct:subject	dbc:Smash_Records_artists
page-1328	James_Brown	James Brown	dct:subject	dbc:Songwriters_Hall_of_Fame_inductees
page-1328	James_Brown	James Brown	dct:subject	dbc:Songwriters_from_Georgia_(U.S._state)
page-1328	James_Brown	James Brown	dct:subject	dbc:Songwriters_from_South_Carolina
page-1328	James_Brown	James Brown	dct:subject	dbc:The_Famous_Flames_members
page-1328	James_Brown	James Brown	dct:subject	dbc:The_J.B.'s_members
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:1917_births
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:2001_deaths
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:20th-century_American_singers
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:African-American_guitarists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:African-American_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:African-American_singer-songwriters
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:American_blues_guitarists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:American_blues_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:American_blues_singer-songwriters
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:American_blues_singers
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:American_male_singers
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Blues_Hall_of_Fame_inductees
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Blues_musicians_from_Mississippi
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Blues_revival_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Charly_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Chess_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Country_blues_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Detroit_blues_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Electric_blues_musicians
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Flair_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Grammy_Award_winners
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Grammy_Lifetime_Achievement_Award_winners
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Kent_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Modern_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Musicians_from_Tennessee
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:National_Heritage_Fellowship_winners
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:People_from_Coahoma_County,_Mississippi
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Rock_and_Roll_Hall_of_Fame_inductees
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Specialty_Records_artists
page-1451	John_Lee_Hooker	John Lee Hooker	dct:subject	dbc:Vee-Jay_Records_artists
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:1942_births
