URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
Dizzy_Gillespie	Dizzy Gillespie	musicians	biography	26	164177			musicians			
Dizzy_Gillespie	Dizzy Gillespie	musicians	biography	40	164177			musicians			
Dizzy_Gillespie	Dizzy Gillespie	musicians	first paragraph	0	164177			musicians			
Dizzy_Gillespie	Dizzy Gillespie	musicians	first paragraph	0	164177			musicians			
Music_of_India	Music of India	genres	popular music	62	162218			genres			
User:Dinosaur_puppy/Albums	User:Dinosaur puppy/Albums	other	albums i want	1	0			other		1	
Kool_%26_the_Gang	Kool & the Gang	musicians	early success	11	158675			musicians			
Bill_Evans	Bill Evans	musicians	biography	27	153642			musicians			
Bill_Evans	Bill Evans	musicians	biography	32	153642			musicians			
Bill_Evans	Bill Evans	musicians	biography	40	153642			musicians			
Bill_Evans	Bill Evans	musicians	biography	40	153642			musicians			
Bill_Evans	Bill Evans	musicians	biography	41	153642			musicians			
Bill_Evans	Bill Evans	musicians	biography	41	153642			musicians			
Bill_Evans	Bill Evans	musicians	first paragraph	0	153642			musicians			
Bill_Evans	Bill Evans	musicians	first paragraph	0	153642			musicians			
Bill_Evans	Bill Evans	musicians	first paragraph	0	153642			musicians			
Alex_Haley	Alex Haley	musicians	literary career	18	153199			musicians			
Bruce_Hornsby	Bruce Hornsby	musicians	skaggs  hornsbythe bruce hornsby trio 2007present	49	151755			musicians			
Ambient_music	Ambient music	genres	history	16	148188			genres			
Neal_Schon	Neal Schon	musicians	early life and career	11	147324			musicians			
Sly_Stone	Sly Stone	musicians	biography	45	146754			musicians			
Bebop	Bebop	genres	first paragraph	0	145964			genres			
Bebop	Bebop	genres	first paragraph	0	145964			genres			
Bebop	Bebop	genres	influence	38	145964			genres			
Bebop	Bebop	genres	musicians	44	145964			genres			
SZA_(singer)	SZA (singer)	musicians	artistry	25	145824			musicians			
Tim_Buckley	Tim Buckley	musicians	early life and career	7	145057			musicians			
Trey_Anastasio	Trey Anastasio	musicians	composition work	43	141741			musicians			
Switchfoot	Switchfoot	musicians	style and influences	59	141415			musicians			
Chick_Corea	Chick Corea	musicians	first paragraph	0	138974			musicians			
Chick_Corea	Chick Corea	musicians	first paragraph	0	138974			musicians			
Chick_Corea	Chick Corea	musicians	life and career	19	138974			musicians			
Chick_Corea	Chick Corea	musicians	life and career	21	138974			musicians			
User_talk:Extraordinary_Machine/Archive08	User talk:Extraordinary Machine/Archive08	other	alison krauss ii first blood	30	0			other		1	
Charles_Mingus	Charles Mingus	musicians	biography	26	135163			musicians			
Charles_Mingus	Charles Mingus	musicians	first paragraph	0	135163			musicians			
John_Lee_Hooker	John Lee Hooker	musicians	discography	42	134053			musicians			
Derek_Trucks	Derek Trucks	musicians	musical style	14	133076			musicians			
1950s	1950s	events	people	100	131964			events			
1950s	1950s	events	popular culture	67	131964			events			
1950s	1950s	events	popular culture	67	131964			events			
Talk:Ludwig_Wittgenstein/Archive_2	Talk:Ludwig Wittgenstein/Archive 2	other	antiwittgenstein rants	168	0			other		1	
Donald_Fagen	Donald Fagen	musicians	early life	9	131864			musicians			
Jonny_Greenwood	Jonny Greenwood	musicians	influences	30	130481			musicians			
Jeff_Porcaro	Jeff Porcaro	musicians	biography	12	127963			musicians			
Count_Basie	Count Basie	musicians	biography	38	127937			musicians			
Can_(band)	Can (band)	musicians	music	34	124956			musicians			
Doyle_Bramhall_II	Doyle Bramhall II	musicians	discography	18	124919			musicians			
Karlheinz_Stockhausen	Karlheinz Stockhausen	musicians	reception	91	121595			musicians			
Jazz_fusion	Jazz fusion	genres	first paragraph	0	120897			genres			
Jazz_fusion	Jazz fusion	genres	first paragraph	0	120897			genres			
Jazz_fusion	Jazz fusion	genres	history	15	120897			genres			
Jazz_fusion	Jazz fusion	genres	history	27	120897			genres			
User:Tvccs	User:Tvccs	other	article contributions  original creation partial list	23	359			other		1	
Wikipedia:WikiProject_Illinois	Wikipedia:WikiProject Illinois	other	articles	67	2553			other		1	
Wikipedia:WikiProject_Illinois	Wikipedia:WikiProject Illinois	other	articles	91	2553			other		1	
Wikipedia_talk:WikiProject_Biography/Archive_1	Wikipedia talk:WikiProject Biography/Archive 1	other	articles for the wikipedia 10 project	55	0			other		1	
Wikipedia_talk:WikiProject_Classical_music/Contemporary_music_task_force/Archive_6	Wikipedia talk:WikiProject Classical music/Contemporary music task force/Archive 6	other	articles marked as ours	57	0			other		1	
User_talk:Brainfood	User talk:Brainfood	other	articles you might like to edit from suggestbot	99	108			other		1	
User_talk:Gilderien/Archive_5	User talk:Gilderien/Archive 5	other	articles you might like to edit from suggestbot	19	0			other		1	
Jazz_fusion	Jazz fusion	genres	history	28	120897			genres			
Jazz_fusion	Jazz fusion	genres	influential recordings	85	120897			genres			
Jazz_fusion	Jazz fusion	genres	influential recordings	85	120897			genres			
Jeanne_Moreau	Jeanne Moreau	musicians	personal life	17	119967			musicians			
Wayne_Coyne	Wayne Coyne	musicians	with the flaming lips	11	119247			musicians			
September_28	9/28/2016	events	deaths	11	118356			events			
September_28	9/28/2016	events	deaths	11	118356			events			
Think_different	Think different	other	print advertisements	19	115962			other			
Think_different	Think different	other	promotional posters	28	115962			other			
Think_different	Think different	other	promotional posters	35	115962			other			
Robert_Christgau	Robert Christgau	people	early life	8	115458			people			
George_Benson	George Benson	musicians	biography	11	115302			musicians			
Giants_Stadium	Giants Stadium	places	concerts	72	114043			places			
Mitch_Mitchell	Mitch Mitchell	musicians	biography	16	113601			musicians			
Weather_Report	Weather Report	musicians	first paragraph	0	113046			musicians			
Talk:Joaqu%C3%ADn_Rodrigo	Talk:Joaquín Rodrigo	other	artists influenced by rodrigocover tunes	7	179			other		1	
Weather_Report	Weather Report	musicians	history	18	113046			musicians			
Weather_Report	Weather Report	musicians	history	19	113046			musicians			
Wikipedia:0.7/0.7geo/Africa	Wikipedia:0.7/0.7geo/Africa	other	arts language and literature	13	0			other		1	
Wikipedia:0.7/0.7geo/United_States	Wikipedia:0.7/0.7geo/United States	other	arts language and literature	78	0			other		1	
Weather_Report	Weather Report	musicians	history	19	113046			musicians			
Weather_Report	Weather Report	musicians	history	20	113046			musicians			
Weather_Report	Weather Report	musicians	history	20	113046			musicians			
Weather_Report	Weather Report	musicians	history	22	113046			musicians			
Weather_Report	Weather Report	musicians	musical style	10	113046			musicians			
Weather_Report	Weather Report	musicians	musical style	13	113046			musicians			
Weather_Report	Weather Report	musicians	releases since the bands breakup	89	113046			musicians			
East_St._Louis,_Illinois	East St. Louis, Illinois	places	history	28	112623			places			
Jamie_Cullum	Jamie Cullum	musicians	career	14	110621			musicians			
The_Needle_Drop	The Needle Drop	other	notable reviews and ratings	28	110608			other			
John_McLaughlin_(musician)	John McLaughlin (musician)	musicians	first paragraph	0	110248			musicians			
John_McLaughlin_(musician)	John McLaughlin (musician)	musicians	first paragraph	0	110248			musicians			
John_McLaughlin_(musician)	John McLaughlin (musician)	musicians	style	9	110248			musicians			
Industrial_music	Industrial music	genres	history	12	109021			genres			
Industrial_music	Industrial music	genres	history	12	109021			genres			
August_17	8/17/2016	events	events	7	107167			events			
Sarah_Vaughan	Sarah Vaughan	musicians	career	18	105524			musicians			
Sarah_Vaughan	Sarah Vaughan	musicians	career	34	105524			musicians			
Tenderloin,_San_Francisco	Tenderloin, San Francisco	places	history	15	105495			places			
Ornette_Coleman	Ornette Coleman	musicians	biography	14	103972			musicians			
Ornette_Coleman	Ornette Coleman	musicians	biography	42	103972			musicians			
Parliament-Funkadelic	Parliament-Funkadelic	musicians	key members	48	102680			musicians			
Philip_Bailey	Philip Bailey	musicians	life and career	10	102457			musicians			
Melody_Gardot	Melody Gardot	musicians	first paragraph	0	102258			musicians			
Soupy_Sales	Soupy Sales	musicians	lunch with soupy sales	19	101988			musicians			
Art_rock	Art rock	genres	history	27	100829			genres			
Louis_Malle	Louis Malle	people	biography	9	98904			people			
User:Timwi/List_of_sets_of_unrelated_songs_with_identical_titles	User:Timwi/List of sets of unrelated songs with identical titles	other	b	11	0			other		1	
Salsa_music	Salsa music	genres	history	105	97415			genres			
Ostinato	Ostinato	other	vamp	57	97107			other			
Steve_Reich	Steve Reich	musicians	influence	55	96356			musicians			
Sonny_Rollins	Sonny Rollins	musicians	first paragraph	0	96338			musicians			
Sonny_Rollins	Sonny Rollins	musicians	later life and career	10	96338			musicians			
Sonny_Rollins	Sonny Rollins	musicians	later life and career	12	96338			musicians			
Larry_Graham	Larry Graham	musicians	life and career	12	94761			musicians			
Level_42	Level 42	musicians	history	11	94161			musicians			
Don_DeLillo	Don DeLillo	people	early life and influences	8	92021			people			
Al_Jarreau	Al Jarreau	musicians	going fulltime	21	90490			musicians			
Brock_Peters	Brock Peters	people	career	16	90467			people			
Roy_Harper	Roy Harper	musicians	first paragraph	0	89827			musicians			
Leontyne_Price	Leontyne Price	musicians	critical appreciation	67	86695			musicians			
Keith_Jarrett	Keith Jarrett	musicians	first paragraph	0	86396			musicians			
Keith_Jarrett	Keith Jarrett	musicians	first paragraph	0	86396			musicians			
Keith_Jarrett	Keith Jarrett	musicians	first paragraph	0	86396			musicians			
Keith_Jarrett	Keith Jarrett	musicians	miles davis	16	86396			musicians			
Keith_Jarrett	Keith Jarrett	musicians	miles davis	17	86396			musicians			
Keith_Jarrett	Keith Jarrett	musicians	solo piano	25	86396			musicians			
Bobby_Troup	Bobby Troup	musicians	life and music	15	86046			musicians			
Bobby_Troup	Bobby Troup	musicians	selected compositions	27	86046			musicians			
Hilly_Kristal	Hilly Kristal	musicians	venturing into music	8	85862			musicians			
Hilly_Kristal	Hilly Kristal	musicians	venturing into music	10	85862			musicians			
Wes_Montgomery	Wes Montgomery	musicians	biography	7	84746			musicians			
1950s_in_music	1950s in music	events	the us	57	83634			events			
1950s_in_music	1950s in music	events	the us	57	83634			events			
Wikipedia_talk:Non-free_content/Archive_34	Wikipedia talk:Non-free content/Archive 34	other	band members	242	0			other		1	
Peter_Yarrow	Peter Yarrow	musicians	social activism	35	83399			musicians			
User:BDP	User:BDP	other	bandsartists im interested in	3	106			other		1	
User:MarshalOctopus/Joke	User:MarshalOctopus/Joke	other	basic variations	40	0			other		1	
1940s	1940s	events	people	70	82035			events			
User:Lucasvitoriano1994/Beath_Reap	User:Lucasvitoriano1994/Beath Reap	other	beath reap	11	0			other		1	
Paco_de_Luc%C3%ADa	Paco de Lucía	musicians	biography	13	81718			musicians			
User:Danaimband/Opinions/Music	User:Danaimband/Opinions/Music	other	best album covers	5	0			other		1	
Wayne_Shorter	Wayne Shorter	musicians	biography	11	75890			musicians			
Wayne_Shorter	Wayne Shorter	musicians	biography	11	75890			musicians			
Wayne_Shorter	Wayne Shorter	musicians	first paragraph	0	75890			musicians			
Wayne_Shorter	Wayne Shorter	musicians	first paragraph	0	75890			musicians			
Wayne_Shorter	Wayne Shorter	musicians	first paragraph	0	75890			musicians			
Wayne_Shorter	Wayne Shorter	musicians	first paragraph	0	75890			musicians			
Polyrhythm	Polyrhythm	genres	in popular music	59	75298			genres			
T._J._Jagodowski	T. J. Jagodowski	people	life and career	9	75009			people			
Lester_Bangs	Lester Bangs	people	biography	8	73694			people			
Al_Jourgensen	Al Jourgensen	musicians	early life	7	73314			musicians			
Fishbone	Fishbone	musicians	history	12	72390			musicians			
Marcus_Miller	Marcus Miller	musicians	discography	36	71871			musicians			
Marcus_Miller	Marcus Miller	musicians	discography	37	71871			musicians			
Marcus_Miller	Marcus Miller	musicians	first paragraph	0	71871			musicians			
Marcus_Miller	Marcus Miller	musicians	first paragraph	0	71871			musicians			
Avant-garde_music	Avant-garde music	genres	popular music	17	69707			genres			
Destroyer_(band)	Destroyer (band)	musicians	career	17	69641			musicians			
Michel_Legrand	Michel Legrand	musicians	filmography	31	69465			musicians			
Michel_Legrand	Michel Legrand	musicians	jazz recordings	12	69465			musicians			
Electro_(music)	Electro (music)	genres	definition and characteristics	18	68328			genres			
Verdine_White	Verdine White	musicians	early life	6	67997			musicians			
Stuart_Hall_(cultural_theorist)	Stuart Hall (cultural theorist)	people	legacy	50	67802			people			
User:BozMo/wpcd2	User:BozMo/wpcd2	other	big list	8	0			other		1	
Talk:Bill_Connors	Talk:Bill Connors	other	bill connors speaks others speak on bill	8	108			other		1	
User:Lucasvitoriano1994/Billie_Music_Certified	User:Lucasvitoriano1994/Billie Music Certified	other	billie music certified	7	0			other		1	
Vic_Firth	Vic Firth	musicians	famous endorsersusers	16	66644			musicians			
Psychedelic_art	Psychedelic art	other	in 1960s counterculture	19	66297			other			
George_Duke	George Duke	musicians	biography	15	65094			musicians			
George_Duke	George Duke	musicians	discography	58	65094			musicians			
Horace_Silver	Horace Silver	musicians	first paragraph	0	64818			musicians			
Horace_Silver	Horace Silver	musicians	later life and career	15	64818			musicians			
Mahavishnu_Orchestra	Mahavishnu Orchestra	musicians	first mahavishnu orchestra	7	64603			musicians			
Kat_Dahlia	Kat Dahlia	musicians	artistry	12	64162			musicians			
Drone_music	Drone music	genres	examples	29	63891			genres			
Grinnell_College	Grinnell College	places	notable alumni	86	62699			places			
Cindy_Blackman	Cindy Blackman	musicians	biography	8	61289			musicians			
Eric_Foreman	Eric Foreman	people	personality	35	60897			people			
African-American_music	African-American music	genres	history	33	60837			genres			
Lester_Young	Lester Young	musicians	struggle and revival	27	60552			musicians			
Louis_Jordan	Louis Jordan	musicians	early solo career	21	60385			musicians			
Anton_Corbijn	Anton Corbijn	people	photography	10	59975			people			
Clark_Terry	Clark Terry	musicians	big band era	10	59745			musicians			
Clark_Terry	Clark Terry	musicians	first paragraph	0	59745			musicians			
Clark_Terry	Clark Terry	musicians	first paragraph	0	59745			musicians			
Art_Blakey	Art Blakey	musicians	childhood and early career	11	59705			musicians			
Chris_Botti	Chris Botti	musicians	early life	8	59518			musicians			
Rico_Love	Rico Love	musicians	musical influencestechniques	19	58040			musicians			
Cool_jazz	Cool jazz	genres	development	13	57909			genres			
Cool_jazz	Cool jazz	genres	first paragraph	0	57909			genres			
Cool_jazz	Cool jazz	genres	west coast jazz	23	57909			genres			
Jon_Foreman	Jon Foreman	musicians	influences	13	57571			musicians			
Dexter_Gordon	Dexter Gordon	musicians	life and career	21	56238			musicians			
Dogfish_Head_Brewery	Dogfish Head Brewery	places	brew masters	38	56036			places			
Dogfish_Head_Brewery	Dogfish Head Brewery	places	list of beers brewed	34	56036			places			
Free_jazz	Free jazz	genres	legacy	49	55994			genres			
Free_jazz	Free jazz	genres	legacy	50	55994			genres			
Modal_jazz	Modal jazz	genres	compositions	12	55392			genres			
Modal_jazz	Modal jazz	genres	first paragraph	0	55392			genres			
Larry_Carlton	Larry Carlton	musicians	biography	7	55290			musicians			
Betty_Davis	Betty Davis	musicians	first paragraph	0	55182			musicians			
Betty_Davis	Betty Davis	musicians	marriage to miles davis	12	55182			musicians			
Betty_Davis	Betty Davis	musicians	marriage to miles davis	12	55182			musicians			
Robert_Glasper	Robert Glasper	musicians	discography	22	54809			musicians			
Hard_bop	Hard bop	genres	first paragraph	0	54729			genres			
Hard_bop	Hard bop	genres	history	15	54729			genres			
Hard_bop	Hard bop	genres	noteworthy performances	18	54729			genres			
Terry_Riley	Terry Riley	musicians	life	9	54265			musicians			
Branford_Marsalis	Branford Marsalis	musicians	career	9	53295			musicians			
Branford_Marsalis	Branford Marsalis	musicians	discography	43	53295			musicians			
Joey_Alexander	Joey Alexander	musicians	early life	7	53048			musicians			
St_Germain_(musician)	St Germain (musician)	musicians	career	7	51905			musicians			
Cannonball_Adderley	Cannonball Adderley	musicians	early life and career	11	51068			musicians			
Cannonball_Adderley	Cannonball Adderley	musicians	first paragraph	0	51068			musicians			
Cannonball_Adderley	Cannonball Adderley	musicians	first paragraph	0	51068			musicians			
Silence	Silence	other	in music	26	51035			other			
1985_in_music	1985 in music	events	albums released	26	50432			events			
Alan_Lomax	Alan Lomax	musicians	biography	25	50246			musicians			
Bud_Powell	Bud Powell	musicians	first paragraph	0	50176			musicians			
Bud_Powell	Bud Powell	musicians	later life and career	17	50176			musicians			
Max_Roach	Max Roach	musicians	biography	14	50028			musicians			
Max_Roach	Max Roach	musicians	first paragraph	0	50028			musicians			
Max_Roach	Max Roach	musicians	first paragraph	0	50028			musicians			
Max_Roach	Max Roach	musicians	first paragraph	0	50028			musicians			
David_Sanborn	David Sanborn	musicians	career	20	49811			musicians			
Emayatzy_Corinealdi	Emayatzy Corinealdi	people	career	9	49516			people			
Ahmad_Jamal	Ahmad Jamal	musicians	music	26	49375			musicians			
Styles_of_house_music	Styles of house music	genres	j	80	49306			genres			
Tony_Williams_(drummer)	Tony Williams (drummer)	musicians	biography	9	49277			musicians			
Tony_Williams_(drummer)	Tony Williams (drummer)	musicians	biography	9	49277			musicians			
